34.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,NONE;DB,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
16:44:58.6 (6047235)|USER_INFO|[EXTERNAL]|005O0000003t7an|ricky.lowe@jhg.com.au.pcphase2|Australian Eastern Standard Time|GMT+10:00
16:44:58.6 (6077967)|EXECUTION_STARTED
16:44:58.6 (6082149)|CODE_UNIT_STARTED|[EXTERNAL]|TRIGGERS
16:44:58.6 (6120552)|CODE_UNIT_STARTED|[EXTERNAL]|01qO00000000Ue8|AssignedApproverTrigger on Assigned_Approver trigger event BeforeUpdate for [a0oO0000002tce7]
16:44:58.6 (6166828)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
16:44:58.6 (6256406)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
16:44:58.6 (6595014)|HEAP_ALLOCATE|[72]|Bytes:3
16:44:58.6 (6627147)|HEAP_ALLOCATE|[77]|Bytes:152
16:44:58.6 (6647971)|HEAP_ALLOCATE|[342]|Bytes:408
16:44:58.6 (6672317)|HEAP_ALLOCATE|[355]|Bytes:408
16:44:58.6 (6693816)|HEAP_ALLOCATE|[467]|Bytes:48
16:44:58.6 (6727006)|HEAP_ALLOCATE|[139]|Bytes:6
16:44:58.6 (6754370)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
16:44:58.6 (6761564)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:44:58.6 (6766460)|VARIABLE_SCOPE_BEGIN|[1]|this|AssignedApproverTrigger|true|false
16:44:58.6 (6797049)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x74c17d38
16:44:58.6 (6824254)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:44:58.6 (6829292)|VARIABLE_SCOPE_BEGIN|[1]|this|AssignedApproverTrigger|true|false
16:44:58.6 (6837938)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x74c17d38
16:44:58.6 (6842279)|STATEMENT_EXECUTE|[1]
16:44:58.6 (6843907)|STATEMENT_EXECUTE|[2]
16:44:58.6 (7048577)|HEAP_ALLOCATE|[2]|Bytes:36
16:44:58.6 (7065814)|HEAP_ALLOCATE|[50]|Bytes:5
16:44:58.6 (7079791)|HEAP_ALLOCATE|[56]|Bytes:5
16:44:58.6 (7087722)|HEAP_ALLOCATE|[64]|Bytes:7
16:44:58.6 (7124712)|SYSTEM_METHOD_ENTRY|[2]|System.debug(APEX_OBJECT, ANY)
16:44:58.6 (7162590)|USER_DEBUG|[2]|ERROR|*** Assigned Approver Trigger Firing
16:44:58.6 (7172275)|SYSTEM_METHOD_EXIT|[2]|System.debug(APEX_OBJECT, ANY)
16:44:58.6 (7176796)|STATEMENT_EXECUTE|[3]
16:44:58.6 (8245610)|VARIABLE_SCOPE_BEGIN|[14]|Assigned_Approver_TriggerHandler.recursionAfter|Boolean|false|true
16:44:58.6 (8253868)|VARIABLE_SCOPE_BEGIN|[13]|Assigned_Approver_TriggerHandler.recursionBefore|Boolean|false|true
16:44:58.6 (8956789)|VARIABLE_SCOPE_BEGIN|[5]|TriggerHandler.bypassedHandlers|Set<String>|true|true
16:44:58.6 (8962379)|VARIABLE_SCOPE_BEGIN|[4]|TriggerHandler.loopCountMap|Map<String,TriggerHandler.LoopCount>|true|true
16:44:58.6 (8995647)|HEAP_ALLOCATE|[3]|Bytes:14
16:44:58.6 (9002004)|HEAP_ALLOCATE|[3]|Bytes:20
16:44:58.6 (9012428)|METHOD_ENTRY|[12]|01pO00000003Sem|Assigned_Approver_TriggerHandler.Assigned_Approver_TriggerHandler()
16:44:58.6 (9015199)|STATEMENT_EXECUTE|[12]
16:44:58.6 (9019052)|STATEMENT_EXECUTE|[12]
16:44:58.6 (9032609)|HEAP_ALLOCATE|[13]|Bytes:5
16:44:58.6 (9036102)|STATEMENT_EXECUTE|[13]
16:44:58.6 (9040249)|HEAP_ALLOCATE|[13]|Bytes:5
16:44:58.6 (9051420)|VARIABLE_ASSIGNMENT|[13]|Assigned_Approver_TriggerHandler.recursionBefore|false
16:44:58.6 (9053775)|STATEMENT_EXECUTE|[14]
16:44:58.6 (9056714)|HEAP_ALLOCATE|[14]|Bytes:5
16:44:58.6 (9061259)|VARIABLE_ASSIGNMENT|[14]|Assigned_Approver_TriggerHandler.recursionAfter|false
16:44:58.6 (9071647)|METHOD_EXIT|[12]|Assigned_Approver_TriggerHandler
16:44:58.6 (9077175)|HEAP_ALLOCATE|[3]|Bytes:12
16:44:58.6 (9088179)|CONSTRUCTOR_ENTRY|[3]|01pO00000003Sem|<init>()
16:44:58.6 (9105971)|VARIABLE_SCOPE_BEGIN|[16]|this|Assigned_Approver_TriggerHandler|true|false
16:44:58.6 (9135997)|VARIABLE_ASSIGNMENT|[16]|this|{}|0x66ec15e1
16:44:58.6 (9147171)|HEAP_ALLOCATE|[16]|Bytes:5
16:44:58.6 (9151174)|STATEMENT_EXECUTE|[12]
16:44:58.6 (9153763)|HEAP_ALLOCATE|[16]|Bytes:5
16:44:58.6 (9165194)|HEAP_ALLOCATE|[16]|Bytes:48
16:44:58.6 (9170579)|HEAP_ALLOCATE|[16]|Bytes:69
16:44:58.6 (9277960)|METHOD_ENTRY|[1]|01pO00000003AAn|TriggerHandler.TriggerHandler()
16:44:58.6 (9281476)|STATEMENT_EXECUTE|[1]
16:44:58.6 (9284965)|STATEMENT_EXECUTE|[1]
16:44:58.6 (9286409)|STATEMENT_EXECUTE|[16]
16:44:58.6 (9287546)|STATEMENT_EXECUTE|[17]
