34.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,NONE;DB,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
Execute Anonymous: list<opportunity> opp = Test_Data_Factory.createProspect(1);
14:56:42.1 (1459239)|USER_INFO|[EXTERNAL]|005O0000003t7an|ricky.lowe@jhg.com.au.pcphase2|Australian Eastern Standard Time|GMT+11:00
14:56:42.1 (1473839)|EXECUTION_STARTED
14:56:42.1 (1479604)|CODE_UNIT_STARTED|[EXTERNAL]|execute_anonymous_apex
14:56:42.1 (1682976)|VARIABLE_SCOPE_BEGIN|[1]|opp|List<Opportunity>|true|false
14:56:42.1 (1806321)|HEAP_ALLOCATE|[72]|Bytes:3
14:56:42.1 (1846876)|HEAP_ALLOCATE|[77]|Bytes:152
14:56:42.1 (1870603)|HEAP_ALLOCATE|[342]|Bytes:408
14:56:42.1 (1899379)|HEAP_ALLOCATE|[355]|Bytes:408
14:56:42.1 (1919123)|HEAP_ALLOCATE|[467]|Bytes:48
14:56:42.1 (1948778)|HEAP_ALLOCATE|[139]|Bytes:6
14:56:42.1 (1974448)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
14:56:42.1 (2052575)|STATEMENT_EXECUTE|[1]
14:56:42.1 (2055518)|STATEMENT_EXECUTE|[1]
14:56:42.1 (2112786)|HEAP_ALLOCATE|[50]|Bytes:5
14:56:42.1 (2134116)|HEAP_ALLOCATE|[56]|Bytes:5
14:56:42.1 (2142813)|HEAP_ALLOCATE|[64]|Bytes:7
14:56:42.1 (2161345)|SYSTEM_MODE_ENTER|false
14:56:42.1 (2177430)|HEAP_ALLOCATE|[1]|Bytes:5
14:56:42.1 (3706984)|HEAP_ALLOCATE|[1]|Bytes:1
14:56:42.1 (3726122)|METHOD_ENTRY|[1]|01pO00000003YVv|Test_Data_Factory.Test_Data_Factory()
14:56:42.1 (3729626)|STATEMENT_EXECUTE|[1]
14:56:42.1 (3734973)|STATEMENT_EXECUTE|[1]
14:56:42.1 (3742709)|HEAP_ALLOCATE|[1]|Bytes:5
14:56:42.1 (3751170)|METHOD_EXIT|[1]|Test_Data_Factory
