34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
Execute Anonymous: Email_Alert_Class EA = new Email_Alert_Class();
Execute Anonymous: EA.registerNewEmail(null, false, false, '006O0000008ju1Z', true, false, false, null);
Execute Anonymous: EA.registerNewEmail(null, false, false, '006O0000008jnef', true, false, false, null);
Execute Anonymous: EA.sendEmails();
05:03:00.1 (1453600)|USER_INFO|[EXTERNAL]|005O0000003t7an|ricky.lowe@jhg.com.au.pcphase2|Australian Eastern Standard Time|GMT+11:00
05:03:00.1 (1467353)|EXECUTION_STARTED
05:03:00.1 (1471975)|CODE_UNIT_STARTED|[EXTERNAL]|execute_anonymous_apex
05:03:00.1 (125201341)|VARIABLE_SCOPE_BEGIN|[1]|EA|Email_Alert_Class|true|false
05:03:00.1 (125342284)|HEAP_ALLOCATE|[72]|Bytes:3
05:03:00.1 (125383664)|HEAP_ALLOCATE|[77]|Bytes:152
05:03:00.1 (125398152)|HEAP_ALLOCATE|[342]|Bytes:408
05:03:00.1 (125416127)|HEAP_ALLOCATE|[355]|Bytes:408
05:03:00.1 (125434965)|HEAP_ALLOCATE|[467]|Bytes:48
05:03:00.1 (125463450)|HEAP_ALLOCATE|[139]|Bytes:6
05:03:00.1 (125487343)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
05:03:00.1 (125539844)|STATEMENT_EXECUTE|[1]
05:03:00.1 (125542699)|STATEMENT_EXECUTE|[1]
05:03:00.1 (125547558)|HEAP_ALLOCATE|[1]|Bytes:12
05:03:00.1 (125552274)|HEAP_ALLOCATE|[1]|Bytes:20
05:03:00.1 (125555325)|HEAP_ALLOCATE|[1]|Bytes:9
05:03:00.1 (125582577)|METHOD_ENTRY|[1]|01pO00000003HJI|Email_Alert_Class.Email_Alert_Class()
05:03:00.1 (125586118)|STATEMENT_EXECUTE|[1]
05:03:00.1 (125590244)|STATEMENT_EXECUTE|[1]
05:03:00.1 (125621101)|HEAP_ALLOCATE|[50]|Bytes:5
05:03:00.1 (125643681)|HEAP_ALLOCATE|[56]|Bytes:5
05:03:00.1 (125652288)|HEAP_ALLOCATE|[64]|Bytes:7
05:03:00.1 (125672218)|SYSTEM_MODE_ENTER|false
05:03:00.1 (125686862)|HEAP_ALLOCATE|[1]|Bytes:5
05:03:00.1 (125690571)|STATEMENT_EXECUTE|[33]
05:03:00.1 (125695881)|SYSTEM_MODE_EXIT|false
05:03:00.1 (125702973)|METHOD_EXIT|[1]|Email_Alert_Class
05:03:00.1 (125929441)|HEAP_ALLOCATE|[1]|Bytes:20
05:03:00.1 (125957300)|SYSTEM_MODE_ENTER|false
05:03:00.1 (125970054)|HEAP_ALLOCATE|[1]|Bytes:5
05:03:00.1 (125984464)|CONSTRUCTOR_ENTRY|[1]|01pO00000003HJI|<init>()
05:03:00.1 (126014348)|VARIABLE_SCOPE_BEGIN|[10]|this|Email_Alert_Class|true|false
05:03:00.1 (126069731)|VARIABLE_ASSIGNMENT|[10]|this|{}|0x6cd95e77
05:03:00.1 (126079692)|HEAP_ALLOCATE|[4]|Bytes:5
05:03:00.1 (126083194)|STATEMENT_EXECUTE|[1]
05:03:00.1 (126085463)|HEAP_ALLOCATE|[4]|Bytes:5
05:03:00.1 (126087120)|STATEMENT_EXECUTE|[3]
05:03:00.1 (126088334)|STATEMENT_EXECUTE|[4]
05:03:00.1 (126090903)|HEAP_ALLOCATE|[4]|Bytes:22
05:03:00.1 (126108525)|VARIABLE_ASSIGNMENT|[4]|this.CentralEmailAddress|"ricky.lowe@yopmail.c (2 more) ..."|0x6cd95e77
05:03:00.1 (126111240)|STATEMENT_EXECUTE|[5]
05:03:00.1 (126112524)|STATEMENT_EXECUTE|[6]
05:03:00.1 (126121546)|HEAP_ALLOCATE|[4]|Bytes:6
05:03:00.1 (126141212)|STATEMENT_EXECUTE|[10]
05:03:00.1 (126143087)|STATEMENT_EXECUTE|[16]
05:03:00.1 (126149072)|HEAP_ALLOCATE|[16]|Bytes:4
05:03:00.1 (126270741)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
05:03:00.1 (126283068)|VARIABLE_ASSIGNMENT|[16]|this.messages|[]|0x6cd95e77
05:03:00.1 (126290571)|STATEMENT_EXECUTE|[17]
05:03:00.1 (126295013)|HEAP_ALLOCATE|[17]|Bytes:4
05:03:00.1 (126346292)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
05:03:00.1 (126354170)|VARIABLE_ASSIGNMENT|[17]|this.EmailMessages|[]|0x6cd95e77
05:03:00.1 (126362136)|CONSTRUCTOR_EXIT|[1]|01pO00000003HJI|<init>()
05:03:00.1 (126365830)|SYSTEM_MODE_EXIT|false
05:03:00.1 (126396424)|VARIABLE_ASSIGNMENT|[1]|EA|{"CentralEmailAddress":"ricky.lowe@yopmail.c (2 more) ...","EmailMessages":"0x35d2932a","messages":"0x5255097b"}|0x6cd95e77
05:03:00.1 (126400886)|STATEMENT_EXECUTE|[2]
05:03:00.1 (126410141)|HEAP_ALLOCATE|[2]|Bytes:15
05:03:00.1 (126427105)|HEAP_ALLOCATE|[2]|Bytes:4
05:03:00.1 (126454805)|SYSTEM_MODE_ENTER|false
05:03:00.1 (126464447)|HEAP_ALLOCATE|[2]|Bytes:5
05:03:00.1 (126497618)|METHOD_ENTRY|[2]|01pO00000003HJI|Email_Alert_Class.registerNewEmail(String, Boolean, Boolean, Id, Boolean, Boolean, Boolean, Id)
05:03:00.1 (126520744)|VARIABLE_SCOPE_BEGIN|[20]|this|Email_Alert_Class|true|false
05:03:00.1 (126542780)|VARIABLE_ASSIGNMENT|[20]|this|{"CentralEmailAddress":"ricky.lowe@yopmail.c (2 more) ...","EmailMessages":"0x35d2932a","messages":"0x5255097b"}|0x6cd95e77
05:03:00.1 (126547296)|VARIABLE_SCOPE_BEGIN|[20]|templateDevName|String|false|false
05:03:00.1 (126552331)|VARIABLE_ASSIGNMENT|[20]|templateDevName|null
05:03:00.1 (126556702)|VARIABLE_SCOPE_BEGIN|[20]|sendToPreContractGroup|Boolean|false|false
05:03:00.1 (126560295)|VARIABLE_ASSIGNMENT|[20]|sendToPreContractGroup|false
05:03:00.1 (126562808)|VARIABLE_SCOPE_BEGIN|[20]|sendToCentralEmailAddress|Boolean|false|false
05:03:00.1 (126565179)|VARIABLE_ASSIGNMENT|[20]|sendToCentralEmailAddress|false
05:03:00.1 (126567372)|VARIABLE_SCOPE_BEGIN|[20]|OppID|Id|false|false
05:03:00.1 (126665814)|VARIABLE_ASSIGNMENT|[20]|OppID|"006O0000008ju1ZIAQ"
05:03:00.1 (126674152)|VARIABLE_SCOPE_BEGIN|[20]|sendToPDM|Boolean|false|false
05:03:00.1 (126678620)|VARIABLE_ASSIGNMENT|[20]|sendToPDM|true
05:03:00.1 (126681170)|VARIABLE_SCOPE_BEGIN|[20]|sendToBDM|Boolean|false|false
05:03:00.1 (126683391)|VARIABLE_ASSIGNMENT|[20]|sendToBDM|false
05:03:00.1 (126685577)|VARIABLE_SCOPE_BEGIN|[20]|sendToAllApprovers|Boolean|false|false
05:03:00.1 (126688051)|VARIABLE_ASSIGNMENT|[20]|sendToAllApprovers|false
05:03:00.1 (126690332)|VARIABLE_SCOPE_BEGIN|[20]|currentApprover|Id|false|false
05:03:00.1 (126692992)|VARIABLE_ASSIGNMENT|[20]|currentApprover|null
05:03:00.1 (126701561)|HEAP_ALLOCATE|[21]|Bytes:5
05:03:00.1 (126705582)|STATEMENT_EXECUTE|[20]
05:03:00.1 (126706920)|STATEMENT_EXECUTE|[21]
05:03:00.1 (126722337)|HEAP_ALLOCATE|[21]|Bytes:36
05:03:00.1 (126736456)|CONSTRUCTOR_ENTRY|[21]|01pO00000003HJI|<init>()
05:03:00.1 (126756129)|VARIABLE_SCOPE_BEGIN|[33]|this|Email_Alert_Class.EmailMessage|true|false
05:03:00.1 (126812835)|VARIABLE_ASSIGNMENT|[33]|this|{}|0x55715e15
05:03:00.1 (126827591)|STATEMENT_EXECUTE|[33]
05:03:00.1 (126829299)|STATEMENT_EXECUTE|[34]
05:03:00.1 (126830554)|STATEMENT_EXECUTE|[35]
05:03:00.1 (126831597)|STATEMENT_EXECUTE|[36]
05:03:00.1 (126832620)|STATEMENT_EXECUTE|[37]
05:03:00.1 (126833634)|STATEMENT_EXECUTE|[38]
05:03:00.1 (126834674)|STATEMENT_EXECUTE|[39]
05:03:00.1 (126835672)|STATEMENT_EXECUTE|[40]
05:03:00.1 (126836744)|STATEMENT_EXECUTE|[41]
05:03:00.1 (126840147)|CONSTRUCTOR_EXIT|[21]|01pO00000003HJI|<init>()
05:03:00.1 (126843324)|VARIABLE_SCOPE_BEGIN|[21]|EM|Email_Alert_Class.EmailMessage|true|false
05:03:00.1 (126858321)|VARIABLE_ASSIGNMENT|[21]|EM|{}|0x55715e15
05:03:00.1 (126860658)|STATEMENT_EXECUTE|[22]
05:03:00.1 (126867803)|VARIABLE_ASSIGNMENT|[22]|this.templateDevName|null|0x55715e15
05:03:00.1 (126869858)|STATEMENT_EXECUTE|[23]
05:03:00.1 (126874307)|HEAP_ALLOCATE|[23]|Bytes:5
05:03:00.1 (126880231)|VARIABLE_ASSIGNMENT|[23]|this.sendToPreContractGroup|false|0x55715e15
05:03:00.1 (126882294)|STATEMENT_EXECUTE|[24]
05:03:00.1 (126884961)|HEAP_ALLOCATE|[24]|Bytes:5
05:03:00.1 (126889542)|VARIABLE_ASSIGNMENT|[24]|this.sendToCentralEmailAddress|false|0x55715e15
05:03:00.1 (126891502)|STATEMENT_EXECUTE|[25]
05:03:00.1 (126942784)|VARIABLE_ASSIGNMENT|[25]|this.OppID|"006O0000008ju1ZIAQ"|0x55715e15
05:03:00.1 (126946508)|STATEMENT_EXECUTE|[26]
05:03:00.1 (126951796)|HEAP_ALLOCATE|[26]|Bytes:5
05:03:00.1 (126960279)|VARIABLE_ASSIGNMENT|[26]|this.sendToPDM|true|0x55715e15
05:03:00.1 (126962122)|STATEMENT_EXECUTE|[27]
05:03:00.1 (126964972)|HEAP_ALLOCATE|[27]|Bytes:5
05:03:00.1 (126969324)|VARIABLE_ASSIGNMENT|[27]|this.sendToBDM|false|0x55715e15
05:03:00.1 (126971058)|STATEMENT_EXECUTE|[28]
05:03:00.1 (126973581)|HEAP_ALLOCATE|[28]|Bytes:5
05:03:00.1 (126977446)|VARIABLE_ASSIGNMENT|[28]|this.sendToAllApprovers|false|0x55715e15
05:03:00.1 (126979141)|STATEMENT_EXECUTE|[29]
05:03:00.1 (126983137)|VARIABLE_ASSIGNMENT|[29]|this.currentApprover|null|0x55715e15
05:03:00.1 (126984797)|STATEMENT_EXECUTE|[30]
05:03:00.1 (127027134)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
05:03:00.1 (127044642)|METHOD_EXIT|[2]|01pO00000003HJI|Email_Alert_Class.registerNewEmail(String, Boolean, Boolean, Id, Boolean, Boolean, Boolean, Id)
05:03:00.1 (127049166)|SYSTEM_MODE_EXIT|false
05:03:00.1 (127054021)|STATEMENT_EXECUTE|[3]
05:03:00.1 (127061063)|HEAP_ALLOCATE|[3]|Bytes:15
05:03:00.1 (127068399)|HEAP_ALLOCATE|[3]|Bytes:4
05:03:00.1 (127093393)|SYSTEM_MODE_ENTER|false
05:03:00.1 (127102859)|HEAP_ALLOCATE|[3]|Bytes:5
05:03:00.1 (127114282)|METHOD_ENTRY|[3]|01pO00000003HJI|Email_Alert_Class.registerNewEmail(String, Boolean, Boolean, Id, Boolean, Boolean, Boolean, Id)
05:03:00.1 (127126137)|VARIABLE_SCOPE_BEGIN|[20]|this|Email_Alert_Class|true|false
05:03:00.1 (127147949)|VARIABLE_ASSIGNMENT|[20]|this|{"CentralEmailAddress":"ricky.lowe@yopmail.c (2 more) ...","EmailMessages":"0x35d2932a","messages":"0x5255097b"}|0x6cd95e77
05:03:00.1 (127151193)|VARIABLE_SCOPE_BEGIN|[20]|templateDevName|String|false|false
05:03:00.1 (127154318)|VARIABLE_ASSIGNMENT|[20]|templateDevName|null
05:03:00.1 (127157465)|VARIABLE_SCOPE_BEGIN|[20]|sendToPreContractGroup|Boolean|false|false
