34.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,NONE;DB,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
Execute Anonymous: list<opportunity> opp = Test_Data_Factory.createProspect(1, FALSE);
11:27:49.4 (4926635)|USER_INFO|[EXTERNAL]|005O0000003t7an|ricky.lowe@jhg.com.au.pcphase2|Australian Eastern Standard Time|GMT+10:00
11:27:49.4 (4945834)|EXECUTION_STARTED
11:27:49.4 (4950251)|CODE_UNIT_STARTED|[EXTERNAL]|execute_anonymous_apex
11:27:49.4 (5197695)|VARIABLE_SCOPE_BEGIN|[1]|opp|List<Opportunity>|true|false
11:27:49.4 (5331637)|HEAP_ALLOCATE|[72]|Bytes:3
11:27:49.4 (5374890)|HEAP_ALLOCATE|[77]|Bytes:152
11:27:49.4 (5393008)|HEAP_ALLOCATE|[342]|Bytes:408
11:27:49.4 (5411241)|HEAP_ALLOCATE|[355]|Bytes:408
11:27:49.4 (5427624)|HEAP_ALLOCATE|[467]|Bytes:48
11:27:49.4 (5456022)|HEAP_ALLOCATE|[139]|Bytes:6
11:27:49.4 (5482505)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
11:27:49.4 (5564929)|STATEMENT_EXECUTE|[1]
11:27:49.4 (5568428)|STATEMENT_EXECUTE|[1]
11:27:49.4 (5605607)|HEAP_ALLOCATE|[50]|Bytes:5
11:27:49.4 (5631394)|HEAP_ALLOCATE|[56]|Bytes:5
11:27:49.4 (5639929)|HEAP_ALLOCATE|[64]|Bytes:7
11:27:49.4 (5684804)|SYSTEM_MODE_ENTER|false
11:27:49.4 (5708951)|HEAP_ALLOCATE|[1]|Bytes:5
11:27:49.4 (5834262)|HEAP_ALLOCATE|[1]|Bytes:4
11:27:49.4 (5845036)|METHOD_ENTRY|[1]|01pO00000003YVv|Test_Data_Factory.Test_Data_Factory()
11:27:49.4 (5852454)|STATEMENT_EXECUTE|[1]
11:27:49.4 (5855957)|STATEMENT_EXECUTE|[1]
11:27:49.4 (5863448)|HEAP_ALLOCATE|[1]|Bytes:5
11:27:49.4 (5872973)|METHOD_EXIT|[1]|Test_Data_Factory
