34.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,NONE;DB,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
09:21:39.0 (483583)|USER_INFO|[EXTERNAL]|005O0000003t7an|ricky.lowe@jhg.com.au.pcphase2|Australian Eastern Standard Time|GMT+10:00
09:21:39.0 (514705)|EXECUTION_STARTED
09:21:39.0 (520767)|CODE_UNIT_STARTED|[EXTERNAL]|TRIGGERS
09:21:39.0 (557109)|CODE_UNIT_STARTED|[EXTERNAL]|01qO00000000Ue8|AssignedApproverTrigger on Assigned_Approver trigger event BeforeUpdate for [a0oO0000002teWy]
09:21:39.0 (621670)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
09:21:39.0 (719202)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
09:21:39.0 (1140046)|HEAP_ALLOCATE|[72]|Bytes:3
09:21:39.0 (1223817)|HEAP_ALLOCATE|[77]|Bytes:152
09:21:39.0 (1243163)|HEAP_ALLOCATE|[342]|Bytes:408
09:21:39.0 (1262779)|HEAP_ALLOCATE|[355]|Bytes:408
09:21:39.0 (1280892)|HEAP_ALLOCATE|[467]|Bytes:48
09:21:39.0 (1314913)|HEAP_ALLOCATE|[139]|Bytes:6
09:21:39.0 (1332909)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
09:21:39.0 (1375269)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
09:21:39.0 (1383860)|VARIABLE_SCOPE_BEGIN|[1]|this|AssignedApproverTrigger|true|false
09:21:39.0 (1550948)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x66b914c6
09:21:39.0 (1600561)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
09:21:39.0 (1608827)|VARIABLE_SCOPE_BEGIN|[1]|this|AssignedApproverTrigger|true|false
09:21:39.0 (1619624)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x66b914c6
09:21:39.0 (1626539)|STATEMENT_EXECUTE|[1]
09:21:39.0 (1628550)|STATEMENT_EXECUTE|[2]
09:21:39.0 (1826041)|HEAP_ALLOCATE|[2]|Bytes:36
09:21:39.0 (1850138)|HEAP_ALLOCATE|[50]|Bytes:5
09:21:39.0 (1864872)|HEAP_ALLOCATE|[56]|Bytes:5
09:21:39.0 (1872479)|HEAP_ALLOCATE|[64]|Bytes:7
09:21:39.0 (1939168)|SYSTEM_METHOD_ENTRY|[2]|System.debug(APEX_OBJECT, ANY)
09:21:39.0 (1980020)|USER_DEBUG|[2]|ERROR|*** Assigned Approver Trigger Firing
09:21:39.0 (2005148)|SYSTEM_METHOD_EXIT|[2]|System.debug(APEX_OBJECT, ANY)
09:21:39.0 (2016912)|STATEMENT_EXECUTE|[3]
09:21:39.0 (4263010)|VARIABLE_SCOPE_BEGIN|[14]|Assigned_Approver_TriggerHandler.recursionAfter|Boolean|false|true
09:21:39.0 (4270652)|VARIABLE_SCOPE_BEGIN|[13]|Assigned_Approver_TriggerHandler.recursionBefore|Boolean|false|true
09:21:39.0 (6697136)|VARIABLE_SCOPE_BEGIN|[5]|TriggerHandler.bypassedHandlers|Set<String>|true|true
09:21:39.0 (6927075)|VARIABLE_SCOPE_BEGIN|[4]|TriggerHandler.loopCountMap|Map<String,TriggerHandler.LoopCount>|true|true
09:21:39.0 (6962223)|HEAP_ALLOCATE|[3]|Bytes:14
09:21:39.0 (6968764)|HEAP_ALLOCATE|[3]|Bytes:20
09:21:39.0 (7001570)|METHOD_ENTRY|[12]|01pO00000003Sem|Assigned_Approver_TriggerHandler.Assigned_Approver_TriggerHandler()
09:21:39.0 (7006096)|STATEMENT_EXECUTE|[12]
09:21:39.0 (7010077)|STATEMENT_EXECUTE|[12]
09:21:39.0 (7030610)|HEAP_ALLOCATE|[13]|Bytes:5
09:21:39.0 (7034339)|STATEMENT_EXECUTE|[13]
09:21:39.0 (7040048)|HEAP_ALLOCATE|[13]|Bytes:5
09:21:39.0 (7051681)|VARIABLE_ASSIGNMENT|[13]|Assigned_Approver_TriggerHandler.recursionBefore|false
09:21:39.0 (7054090)|STATEMENT_EXECUTE|[14]
09:21:39.0 (7057244)|HEAP_ALLOCATE|[14]|Bytes:5
09:21:39.0 (7061922)|VARIABLE_ASSIGNMENT|[14]|Assigned_Approver_TriggerHandler.recursionAfter|false
09:21:39.0 (7088839)|METHOD_EXIT|[12]|Assigned_Approver_TriggerHandler
09:21:39.0 (7277124)|HEAP_ALLOCATE|[3]|Bytes:12
09:21:39.0 (7314659)|CONSTRUCTOR_ENTRY|[3]|01pO00000003Sem|<init>()
