34.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,NONE;DB,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
10:42:45.0 (626957)|USER_INFO|[EXTERNAL]|005O0000003t7an|ricky.lowe@jhg.com.au.pcphase2|Australian Eastern Standard Time|GMT+11:00
10:42:45.0 (661546)|EXECUTION_STARTED
10:42:45.0 (666577)|CODE_UNIT_STARTED|[EXTERNAL]|TRIGGERS
10:42:45.0 (700283)|CODE_UNIT_STARTED|[EXTERNAL]|01qO00000000Ue8|AssignedApproverTrigger on Assigned_Approver trigger event BeforeUpdate for [a0oO0000002tYX2]
10:42:45.0 (745058)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
10:42:45.0 (838744)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
10:42:45.0 (1365832)|HEAP_ALLOCATE|[72]|Bytes:3
10:42:45.0 (1408434)|HEAP_ALLOCATE|[77]|Bytes:152
10:42:45.0 (1426347)|HEAP_ALLOCATE|[342]|Bytes:408
10:42:45.0 (1462014)|HEAP_ALLOCATE|[355]|Bytes:408
10:42:45.0 (1481122)|HEAP_ALLOCATE|[467]|Bytes:48
10:42:45.0 (1510525)|HEAP_ALLOCATE|[139]|Bytes:6
10:42:45.0 (1527838)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
10:42:45.0 (1543612)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
10:42:45.0 (1552938)|VARIABLE_SCOPE_BEGIN|[1]|this|AssignedApproverTrigger|true|false
10:42:45.0 (1595126)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x5fe2c86c
10:42:45.0 (1646234)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
10:42:45.0 (1654725)|VARIABLE_SCOPE_BEGIN|[1]|this|AssignedApproverTrigger|true|false
10:42:45.0 (1665313)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x5fe2c86c
10:42:45.0 (1670973)|STATEMENT_EXECUTE|[1]
10:42:45.0 (1672835)|STATEMENT_EXECUTE|[2]
10:42:45.0 (1870344)|HEAP_ALLOCATE|[2]|Bytes:36
10:42:45.0 (1887522)|HEAP_ALLOCATE|[50]|Bytes:5
10:42:45.0 (1902038)|HEAP_ALLOCATE|[56]|Bytes:5
10:42:45.0 (1909872)|HEAP_ALLOCATE|[64]|Bytes:7
10:42:45.0 (1947040)|SYSTEM_METHOD_ENTRY|[2]|System.debug(APEX_OBJECT, ANY)
10:42:45.0 (1977599)|USER_DEBUG|[2]|ERROR|*** Assigned Approver Trigger Firing
10:42:45.0 (1985385)|SYSTEM_METHOD_EXIT|[2]|System.debug(APEX_OBJECT, ANY)
10:42:45.0 (1989545)|STATEMENT_EXECUTE|[3]
10:42:45.0 (4653545)|VARIABLE_SCOPE_BEGIN|[13]|Assigned_Approver_TriggerHandler.recursion|Boolean|false|true
10:42:45.0 (8229030)|VARIABLE_SCOPE_BEGIN|[5]|TriggerHandler.bypassedHandlers|Set<String>|true|true
10:42:45.0 (8461288)|VARIABLE_SCOPE_BEGIN|[4]|TriggerHandler.loopCountMap|Map<String,TriggerHandler.LoopCount>|true|true
10:42:45.0 (8505224)|HEAP_ALLOCATE|[3]|Bytes:11
10:42:45.0 (8517498)|HEAP_ALLOCATE|[3]|Bytes:20
10:42:45.0 (8538897)|METHOD_ENTRY|[12]|01pO00000003Sem|Assigned_Approver_TriggerHandler.Assigned_Approver_TriggerHandler()
10:42:45.0 (8543743)|STATEMENT_EXECUTE|[12]
10:42:45.0 (8550573)|STATEMENT_EXECUTE|[12]
10:42:45.0 (8564676)|HEAP_ALLOCATE|[13]|Bytes:5
10:42:45.0 (8568515)|STATEMENT_EXECUTE|[13]
10:42:45.0 (8575470)|HEAP_ALLOCATE|[13]|Bytes:5
10:42:45.0 (8595492)|VARIABLE_ASSIGNMENT|[13]|Assigned_Approver_TriggerHandler.recursion|false
10:42:45.0 (8606616)|METHOD_EXIT|[12]|Assigned_Approver_TriggerHandler
10:42:45.0 (8798122)|HEAP_ALLOCATE|[3]|Bytes:12
10:42:45.0 (8815230)|CONSTRUCTOR_ENTRY|[3]|01pO00000003Sem|<init>()
10:42:45.0 (8850949)|VARIABLE_SCOPE_BEGIN|[14]|this|Assigned_Approver_TriggerHandler|true|false
10:42:45.0 (8888320)|VARIABLE_ASSIGNMENT|[14]|this|{}|0x1c8be8f
10:42:45.0 (8898487)|HEAP_ALLOCATE|[14]|Bytes:5
10:42:45.0 (8902272)|STATEMENT_EXECUTE|[12]
10:42:45.0 (8904880)|HEAP_ALLOCATE|[14]|Bytes:5
10:42:45.0 (8915399)|HEAP_ALLOCATE|[14]|Bytes:48
10:42:45.0 (8920329)|HEAP_ALLOCATE|[14]|Bytes:69
10:42:45.0 (8931111)|METHOD_ENTRY|[1]|01pO00000003AAn|TriggerHandler.TriggerHandler()
10:42:45.0 (8933889)|STATEMENT_EXECUTE|[1]
10:42:45.0 (8936704)|STATEMENT_EXECUTE|[1]
10:42:45.0 (8937848)|STATEMENT_EXECUTE|[16]
10:42:45.0 (8938944)|STATEMENT_EXECUTE|[17]
10:42:45.0 (8945303)|HEAP_ALLOCATE|[17]|Bytes:4
10:42:45.0 (8992633)|VARIABLE_ASSIGNMENT|[17]|TriggerHandler.loopCountMap|{}|0x49f278e9
10:42:45.0 (8996081)|STATEMENT_EXECUTE|[18]
10:42:45.0 (9003773)|HEAP_ALLOCATE|[18]|Bytes:4
10:42:45.0 (9021845)|SYSTEM_CONSTRUCTOR_ENTRY|[18]|<init>(Integer)
10:42:45.0 (9041587)|SYSTEM_CONSTRUCTOR_EXIT|[18]|<init>(Integer)
10:42:45.0 (9075194)|VARIABLE_ASSIGNMENT|[18]|TriggerHandler.bypassedHandlers|[]|0x46df54e
10:42:45.0 (9078635)|STATEMENT_EXECUTE|[187]
10:42:45.0 (9079962)|STATEMENT_EXECUTE|[236]
10:42:45.0 (9085554)|METHOD_EXIT|[1]|TriggerHandler
10:42:45.0 (9092202)|CONSTRUCTOR_ENTRY|[14]|01pO00000003AAn|<init>()
10:42:45.0 (9265701)|VARIABLE_SCOPE_BEGIN|[22]|this|TriggerHandler|true|false
10:42:45.0 (9283849)|VARIABLE_ASSIGNMENT|[22]|this|{}|0x1c8be8f
10:42:45.0 (9288203)|STATEMENT_EXECUTE|[1]
10:42:45.0 (9289531)|STATEMENT_EXECUTE|[9]
10:42:45.0 (9290769)|STATEMENT_EXECUTE|[13]
10:42:45.0 (9298762)|HEAP_ALLOCATE|[23]|Bytes:6
10:42:45.0 (9323000)|STATEMENT_EXECUTE|[22]
10:42:45.0 (9324845)|STATEMENT_EXECUTE|[23]
10:42:45.0 (9350246)|METHOD_ENTRY|[23]|01pO00000003AAn|TriggerHandler.setTriggerContext()
10:42:45.0 (9378271)|VARIABLE_SCOPE_BEGIN|[94]|this|TriggerHandler|true|false
10:42:45.0 (9393207)|VARIABLE_ASSIGNMENT|[94]|this|{}|0x1c8be8f
10:42:45.0 (9398998)|STATEMENT_EXECUTE|[94]
10:42:45.0 (9400202)|STATEMENT_EXECUTE|[95]
10:42:45.0 (9414367)|METHOD_ENTRY|[95]|01pO00000003AAn|TriggerHandler.setTriggerContext(String, Boolean)
10:42:45.0 (9432174)|VARIABLE_SCOPE_BEGIN|[99]|this|TriggerHandler|true|false
10:42:45.0 (9460244)|VARIABLE_ASSIGNMENT|[99]|this|{}|0x1c8be8f
10:42:45.0 (9467291)|VARIABLE_SCOPE_BEGIN|[99]|ctx|String|false|false
10:42:45.0 (9477787)|VARIABLE_ASSIGNMENT|[99]|ctx|null
10:42:45.0 (9484341)|VARIABLE_SCOPE_BEGIN|[99]|testMode|Boolean|false|false
10:42:45.0 (9489731)|VARIABLE_ASSIGNMENT|[99]|testMode|false
10:42:45.0 (9495424)|STATEMENT_EXECUTE|[99]
10:42:45.0 (9519289)|STATEMENT_EXECUTE|[103]
10:42:45.0 (9522346)|STATEMENT_EXECUTE|[104]
10:42:45.0 (9531438)|HEAP_ALLOCATE|[104]|Bytes:5
10:42:45.0 (9570731)|STATEMENT_EXECUTE|[111]
10:42:45.0 (9573229)|STATEMENT_EXECUTE|[112]
10:42:45.0 (9596773)|HEAP_ALLOCATE|[112]|Bytes:12
10:42:45.0 (9603083)|HEAP_ALLOCATE|[112]|Bytes:13
10:42:45.0 (9681533)|HEAP_ALLOCATE|[112]|Bytes:12
10:42:45.0 (9690260)|HEAP_ALLOCATE|[112]|Bytes:13
10:42:45.0 (9715795)|HEAP_ALLOCATE|[112]|Bytes:12
10:42:45.0 (9723658)|HEAP_ALLOCATE|[112]|Bytes:13
10:42:45.0 (9748140)|HEAP_ALLOCATE|[112]|Bytes:12
10:42:45.0 (9754827)|HEAP_ALLOCATE|[112]|Bytes:12
10:42:45.0 (9774830)|HEAP_ALLOCATE|[112]|Bytes:12
10:42:45.0 (9780985)|HEAP_ALLOCATE|[112]|Bytes:12
10:42:45.0 (9805812)|HEAP_ALLOCATE|[112]|Bytes:12
10:42:45.0 (9812847)|HEAP_ALLOCATE|[112]|Bytes:12
10:42:45.0 (9831535)|HEAP_ALLOCATE|[112]|Bytes:12
10:42:45.0 (9836475)|HEAP_ALLOCATE|[112]|Bytes:14
10:42:45.0 (9867647)|METHOD_EXIT|[95]|01pO00000003AAn|TriggerHandler.setTriggerContext(String, Boolean)
10:42:45.0 (9876612)|METHOD_EXIT|[23]|01pO00000003AAn|TriggerHandler.setTriggerContext()
10:42:45.0 (9884119)|CONSTRUCTOR_EXIT|[14]|01pO00000003AAn|<init>()
10:42:45.0 (9888542)|STATEMENT_EXECUTE|[14]
10:42:45.0 (9899438)|CONSTRUCTOR_EXIT|[3]|01pO00000003Sem|<init>()
10:42:45.0 (9915169)|METHOD_ENTRY|[3]|01pO00000003AAn|TriggerHandler.run()
10:42:45.0 (9923735)|VARIABLE_SCOPE_BEGIN|[31]|this|TriggerHandler|true|false
10:42:45.0 (9957417)|VARIABLE_ASSIGNMENT|[31]|this|{"context":"0x789fb4ca","isTriggerExecuting":true}|0x1c8be8f
10:42:45.0 (9964736)|STATEMENT_EXECUTE|[31]
10:42:45.0 (9978849)|METHOD_ENTRY|[33]|01pO00000003AAn|TriggerHandler.validateRun()
10:42:45.0 (10002514)|VARIABLE_SCOPE_BEGIN|[146]|this|TriggerHandler|true|false
10:42:45.0 (10031257)|VARIABLE_ASSIGNMENT|[146]|this|{"context":"0x789fb4ca","isTriggerExecuting":true}|0x1c8be8f
10:42:45.0 (10037989)|STATEMENT_EXECUTE|[146]
10:42:45.0 (10048451)|STATEMENT_EXECUTE|[147]
10:42:45.0 (10064658)|METHOD_ENTRY|[150]|01pO00000003AAn|TriggerHandler.getHandlerName()
10:42:45.0 (10089206)|VARIABLE_SCOPE_BEGIN|[157]|this|TriggerHandler|true|false
10:42:45.0 (10116696)|VARIABLE_ASSIGNMENT|[157]|this|{"context":"0x789fb4ca","isTriggerExecuting":true}|0x1c8be8f
10:42:45.0 (10124062)|STATEMENT_EXECUTE|[157]
10:42:45.0 (10126647)|STATEMENT_EXECUTE|[158]
10:42:45.0 (10173720)|SYSTEM_METHOD_ENTRY|[158]|String.valueOf(Object)
10:42:45.0 (10267251)|HEAP_ALLOCATE|[158]|Bytes:196
10:42:45.0 (10294783)|SYSTEM_METHOD_EXIT|[158]|String.valueOf(Object)
10:42:45.0 (10324708)|SYSTEM_METHOD_ENTRY|[158]|String.valueOf(Object)
10:42:45.0 (10373805)|HEAP_ALLOCATE|[158]|Bytes:196
10:42:45.0 (10399226)|SYSTEM_METHOD_EXIT|[158]|String.valueOf(Object)
10:42:45.0 (10408270)|HEAP_ALLOCATE|[158]|Bytes:1
10:42:45.0 (10433791)|SYSTEM_METHOD_ENTRY|[158]|String.indexOf(String)
10:42:45.0 (10453799)|SYSTEM_METHOD_EXIT|[158]|String.indexOf(String)
10:42:45.0 (10486347)|SYSTEM_METHOD_ENTRY|[158]|String.substring(Integer, Integer)
10:42:45.0 (10496932)|HEAP_ALLOCATE|[158]|Bytes:32
10:42:45.0 (10515866)|SYSTEM_METHOD_EXIT|[158]|String.substring(Integer, Integer)
10:42:45.0 (10526596)|METHOD_EXIT|[150]|01pO00000003AAn|TriggerHandler.getHandlerName()
10:42:45.0 (10550479)|SYSTEM_METHOD_ENTRY|[150]|Set<String>.contains(Object)
10:42:45.0 (10570771)|SYSTEM_METHOD_EXIT|[150]|Set<String>.contains(Object)
10:42:45.0 (10578372)|STATEMENT_EXECUTE|[150]
10:42:45.0 (10581179)|STATEMENT_EXECUTE|[153]
10:42:45.0 (10589280)|METHOD_EXIT|[33]|01pO00000003AAn|TriggerHandler.validateRun()
10:42:45.0 (10595687)|STATEMENT_EXECUTE|[33]
10:42:45.0 (10598453)|STATEMENT_EXECUTE|[35]
10:42:45.0 (10611715)|METHOD_ENTRY|[35]|01pO00000003AAn|TriggerHandler.addToLoopCount()
10:42:45.0 (10641367)|VARIABLE_SCOPE_BEGIN|[133]|this|TriggerHandler|true|false
10:42:45.0 (10670296)|VARIABLE_ASSIGNMENT|[133]|this|{"context":"0x789fb4ca","isTriggerExecuting":true}|0x1c8be8f
10:42:45.0 (10677611)|STATEMENT_EXECUTE|[133]
10:42:45.0 (10679963)|STATEMENT_EXECUTE|[134]
10:42:45.0 (10693435)|METHOD_ENTRY|[134]|01pO00000003AAn|TriggerHandler.getHandlerName()
10:42:45.0 (10710863)|VARIABLE_SCOPE_BEGIN|[157]|this|TriggerHandler|true|false
10:42:45.0 (10737776)|VARIABLE_ASSIGNMENT|[157]|this|{"context":"0x789fb4ca","isTriggerExecuting":true}|0x1c8be8f
10:42:45.0 (10745091)|STATEMENT_EXECUTE|[157]
10:42:45.0 (10747449)|STATEMENT_EXECUTE|[158]
10:42:45.0 (10773904)|SYSTEM_METHOD_ENTRY|[158]|String.valueOf(Object)
10:42:45.0 (10824326)|HEAP_ALLOCATE|[158]|Bytes:196
10:42:45.0 (10847724)|SYSTEM_METHOD_EXIT|[158]|String.valueOf(Object)
10:42:45.0 (10872855)|SYSTEM_METHOD_ENTRY|[158]|String.valueOf(Object)
10:42:45.0 (10918740)|HEAP_ALLOCATE|[158]|Bytes:196
10:42:45.0 (10943429)|SYSTEM_METHOD_EXIT|[158]|String.valueOf(Object)
