34.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,NONE;DB,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
10:47:23.0 (450887)|USER_INFO|[EXTERNAL]|005O0000003t7an|ricky.lowe@jhg.com.au.pcphase2|Australian Eastern Standard Time|GMT+11:00
10:47:23.0 (482012)|EXECUTION_STARTED
10:47:23.0 (486865)|CODE_UNIT_STARTED|[EXTERNAL]|TRIGGERS
10:47:23.0 (520906)|CODE_UNIT_STARTED|[EXTERNAL]|01qO00000000TOT|gateTrigger on Gate trigger event BeforeUpdate for [a0nO0000003xPH7]
10:47:23.0 (591340)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
10:47:23.0 (668876)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
10:47:23.0 (1223072)|HEAP_ALLOCATE|[72]|Bytes:3
10:47:23.0 (1272773)|HEAP_ALLOCATE|[77]|Bytes:152
10:47:23.0 (1299168)|HEAP_ALLOCATE|[342]|Bytes:408
10:47:23.0 (1324244)|HEAP_ALLOCATE|[355]|Bytes:408
10:47:23.0 (1343597)|HEAP_ALLOCATE|[467]|Bytes:48
10:47:23.0 (1388616)|HEAP_ALLOCATE|[139]|Bytes:6
10:47:23.0 (1424559)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
10:47:23.0 (1431653)|VARIABLE_SCOPE_BEGIN|[1]|this|gateTrigger|true|false
10:47:23.0 (1479981)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x2f432cfc
10:47:23.0 (1515955)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
10:47:23.0 (1522287)|VARIABLE_SCOPE_BEGIN|[1]|this|gateTrigger|true|false
10:47:23.0 (1532485)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x2f432cfc
10:47:23.0 (1537926)|STATEMENT_EXECUTE|[1]
10:47:23.0 (1539661)|STATEMENT_EXECUTE|[2]
10:47:23.0 (3281218)|VARIABLE_SCOPE_BEGIN|[5]|TriggerHandler.bypassedHandlers|Set<String>|true|true
10:47:23.0 (3287766)|VARIABLE_SCOPE_BEGIN|[4]|TriggerHandler.loopCountMap|Map<String,TriggerHandler.LoopCount>|true|true
10:47:23.0 (3335239)|HEAP_ALLOCATE|[2]|Bytes:38
10:47:23.0 (3341516)|HEAP_ALLOCATE|[2]|Bytes:55
10:47:23.0 (3375941)|METHOD_ENTRY|[14]|01pO00000003IBZ|gateTriggerHandler.gateTriggerHandler()
10:47:23.0 (3379147)|STATEMENT_EXECUTE|[14]
10:47:23.0 (3383932)|STATEMENT_EXECUTE|[14]
10:47:23.0 (3417840)|HEAP_ALLOCATE|[50]|Bytes:5
10:47:23.0 (3445148)|HEAP_ALLOCATE|[56]|Bytes:5
10:47:23.0 (3454231)|HEAP_ALLOCATE|[64]|Bytes:7
10:47:23.0 (4183581)|SYSTEM_MODE_ENTER|false
10:47:23.0 (4204416)|HEAP_ALLOCATE|[2]|Bytes:5
10:47:23.0 (4214249)|SYSTEM_MODE_EXIT|false
10:47:23.0 (4225529)|METHOD_EXIT|[14]|gateTriggerHandler
10:47:23.0 (4232374)|HEAP_ALLOCATE|[2]|Bytes:12
10:47:23.0 (4249144)|CONSTRUCTOR_ENTRY|[2]|01pO00000003IBZ|<init>()
10:47:23.0 (4270456)|VARIABLE_SCOPE_BEGIN|[15]|this|gateTriggerHandler|true|false
10:47:23.0 (4296438)|VARIABLE_ASSIGNMENT|[15]|this|{}|0x2e9a3d68
10:47:23.0 (4305945)|SYSTEM_MODE_ENTER|false
10:47:23.0 (4311361)|HEAP_ALLOCATE|[15]|Bytes:5
10:47:23.0 (4315103)|STATEMENT_EXECUTE|[14]
10:47:23.0 (4317573)|HEAP_ALLOCATE|[15]|Bytes:5
10:47:23.0 (4329119)|HEAP_ALLOCATE|[15]|Bytes:48
10:47:23.0 (4334145)|HEAP_ALLOCATE|[15]|Bytes:69
10:47:23.0 (4445133)|METHOD_ENTRY|[1]|01pO00000003AAn|TriggerHandler.TriggerHandler()
10:47:23.0 (4448543)|STATEMENT_EXECUTE|[1]
10:47:23.0 (4452127)|STATEMENT_EXECUTE|[1]
10:47:23.0 (4453441)|STATEMENT_EXECUTE|[16]
10:47:23.0 (4454555)|STATEMENT_EXECUTE|[17]
10:47:23.0 (4461739)|HEAP_ALLOCATE|[17]|Bytes:4
10:47:23.0 (4527704)|VARIABLE_ASSIGNMENT|[17]|TriggerHandler.loopCountMap|{}|0x6d803aec
10:47:23.0 (4531270)|STATEMENT_EXECUTE|[18]
10:47:23.0 (4538948)|HEAP_ALLOCATE|[18]|Bytes:4
10:47:23.0 (4559086)|SYSTEM_CONSTRUCTOR_ENTRY|[18]|<init>(Integer)
10:47:23.0 (4584462)|SYSTEM_CONSTRUCTOR_EXIT|[18]|<init>(Integer)
10:47:23.0 (4625080)|VARIABLE_ASSIGNMENT|[18]|TriggerHandler.bypassedHandlers|[]|0x69a092a6
10:47:23.0 (4628534)|STATEMENT_EXECUTE|[187]
10:47:23.0 (4629779)|STATEMENT_EXECUTE|[236]
10:47:23.0 (4635806)|METHOD_EXIT|[1]|TriggerHandler
10:47:23.0 (4642565)|CONSTRUCTOR_ENTRY|[15]|01pO00000003AAn|<init>()
10:47:23.0 (4659371)|VARIABLE_SCOPE_BEGIN|[22]|this|TriggerHandler|true|false
10:47:23.0 (4680546)|VARIABLE_ASSIGNMENT|[22]|this|{}|0x2e9a3d68
10:47:23.0 (4684478)|STATEMENT_EXECUTE|[1]
10:47:23.0 (4685728)|STATEMENT_EXECUTE|[9]
10:47:23.0 (4687122)|STATEMENT_EXECUTE|[13]
10:47:23.0 (4695261)|HEAP_ALLOCATE|[23]|Bytes:6
10:47:23.0 (4722231)|STATEMENT_EXECUTE|[22]
10:47:23.0 (4724391)|STATEMENT_EXECUTE|[23]
10:47:23.0 (4749932)|METHOD_ENTRY|[23]|01pO00000003AAn|TriggerHandler.setTriggerContext()
10:47:23.0 (4763322)|VARIABLE_SCOPE_BEGIN|[94]|this|TriggerHandler|true|false
10:47:23.0 (4780987)|VARIABLE_ASSIGNMENT|[94]|this|{}|0x2e9a3d68
10:47:23.0 (4789375)|STATEMENT_EXECUTE|[94]
10:47:23.0 (4794658)|STATEMENT_EXECUTE|[95]
10:47:23.0 (4808226)|METHOD_ENTRY|[95]|01pO00000003AAn|TriggerHandler.setTriggerContext(String, Boolean)
10:47:23.0 (4820164)|VARIABLE_SCOPE_BEGIN|[99]|this|TriggerHandler|true|false
10:47:23.0 (4833934)|VARIABLE_ASSIGNMENT|[99]|this|{}|0x2e9a3d68
10:47:23.0 (4836449)|VARIABLE_SCOPE_BEGIN|[99]|ctx|String|false|false
10:47:23.0 (4842932)|VARIABLE_ASSIGNMENT|[99]|ctx|null
10:47:23.0 (4847320)|VARIABLE_SCOPE_BEGIN|[99]|testMode|Boolean|false|false
10:47:23.0 (4851668)|VARIABLE_ASSIGNMENT|[99]|testMode|false
10:47:23.0 (4855814)|STATEMENT_EXECUTE|[99]
10:47:23.0 (4883705)|STATEMENT_EXECUTE|[103]
10:47:23.0 (4885475)|STATEMENT_EXECUTE|[104]
10:47:23.0 (4891255)|HEAP_ALLOCATE|[104]|Bytes:5
10:47:23.0 (4923326)|STATEMENT_EXECUTE|[111]
10:47:23.0 (4925272)|STATEMENT_EXECUTE|[112]
10:47:23.0 (4992956)|HEAP_ALLOCATE|[112]|Bytes:12
10:47:23.0 (5000344)|HEAP_ALLOCATE|[112]|Bytes:13
10:47:23.0 (5030351)|HEAP_ALLOCATE|[112]|Bytes:12
10:47:23.0 (5034733)|HEAP_ALLOCATE|[112]|Bytes:13
10:47:23.0 (5049557)|HEAP_ALLOCATE|[112]|Bytes:12
10:47:23.0 (5053308)|HEAP_ALLOCATE|[112]|Bytes:13
10:47:23.0 (5063304)|HEAP_ALLOCATE|[112]|Bytes:12
10:47:23.0 (5066621)|HEAP_ALLOCATE|[112]|Bytes:12
10:47:23.0 (5076139)|HEAP_ALLOCATE|[112]|Bytes:12
10:47:23.0 (5079333)|HEAP_ALLOCATE|[112]|Bytes:12
10:47:23.0 (5088978)|HEAP_ALLOCATE|[112]|Bytes:12
10:47:23.0 (5092044)|HEAP_ALLOCATE|[112]|Bytes:12
10:47:23.0 (5101370)|HEAP_ALLOCATE|[112]|Bytes:12
10:47:23.0 (5104611)|HEAP_ALLOCATE|[112]|Bytes:14
10:47:23.0 (5123866)|METHOD_EXIT|[95]|01pO00000003AAn|TriggerHandler.setTriggerContext(String, Boolean)
10:47:23.0 (5129336)|METHOD_EXIT|[23]|01pO00000003AAn|TriggerHandler.setTriggerContext()
10:47:23.0 (5133022)|CONSTRUCTOR_EXIT|[15]|01pO00000003AAn|<init>()
