34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
Execute Anonymous: Email_Alert_Class EA = new Email_Alert_Class();
Execute Anonymous: EA.registerNewEmail(null, false, false, '006O0000008ju1Z', true, false, false, null);
Execute Anonymous: EA.sendEmails();
04:57:41.1 (1478564)|USER_INFO|[EXTERNAL]|005O0000003t7an|ricky.lowe@jhg.com.au.pcphase2|Australian Eastern Standard Time|GMT+11:00
04:57:41.1 (1490315)|EXECUTION_STARTED
04:57:41.1 (1493966)|CODE_UNIT_STARTED|[EXTERNAL]|execute_anonymous_apex
04:57:41.1 (34028612)|VARIABLE_SCOPE_BEGIN|[1]|EA|Email_Alert_Class|true|false
04:57:41.1 (34196091)|HEAP_ALLOCATE|[72]|Bytes:3
04:57:41.1 (34241874)|HEAP_ALLOCATE|[77]|Bytes:152
04:57:41.1 (34255786)|HEAP_ALLOCATE|[342]|Bytes:408
04:57:41.1 (34271938)|HEAP_ALLOCATE|[355]|Bytes:408
04:57:41.1 (34287634)|HEAP_ALLOCATE|[467]|Bytes:48
04:57:41.1 (34316175)|HEAP_ALLOCATE|[139]|Bytes:6
04:57:41.1 (34342333)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
04:57:41.1 (34388545)|STATEMENT_EXECUTE|[1]
04:57:41.1 (34396356)|STATEMENT_EXECUTE|[1]
04:57:41.1 (34402214)|HEAP_ALLOCATE|[1]|Bytes:12
04:57:41.1 (34407277)|HEAP_ALLOCATE|[1]|Bytes:20
04:57:41.1 (34410501)|HEAP_ALLOCATE|[1]|Bytes:8
04:57:41.1 (34442050)|METHOD_ENTRY|[1]|01pO00000003HJI|Email_Alert_Class.Email_Alert_Class()
04:57:41.1 (34445614)|STATEMENT_EXECUTE|[1]
04:57:41.1 (34449970)|STATEMENT_EXECUTE|[1]
04:57:41.1 (34485490)|HEAP_ALLOCATE|[50]|Bytes:5
04:57:41.1 (34511751)|HEAP_ALLOCATE|[56]|Bytes:5
04:57:41.1 (34519903)|HEAP_ALLOCATE|[64]|Bytes:7
04:57:41.1 (34540215)|SYSTEM_MODE_ENTER|false
04:57:41.1 (34554911)|HEAP_ALLOCATE|[1]|Bytes:5
04:57:41.1 (34558693)|STATEMENT_EXECUTE|[33]
04:57:41.1 (34563480)|SYSTEM_MODE_EXIT|false
04:57:41.1 (34570868)|METHOD_EXIT|[1]|Email_Alert_Class
04:57:41.1 (34814482)|HEAP_ALLOCATE|[1]|Bytes:20
04:57:41.1 (34846422)|SYSTEM_MODE_ENTER|false
04:57:41.1 (34863192)|HEAP_ALLOCATE|[1]|Bytes:5
04:57:41.1 (34876454)|CONSTRUCTOR_ENTRY|[1]|01pO00000003HJI|<init>()
04:57:41.1 (34904527)|VARIABLE_SCOPE_BEGIN|[10]|this|Email_Alert_Class|true|false
04:57:41.1 (34965529)|VARIABLE_ASSIGNMENT|[10]|this|{}|0x7ae371af
04:57:41.1 (34975224)|HEAP_ALLOCATE|[4]|Bytes:5
04:57:41.1 (34978771)|STATEMENT_EXECUTE|[1]
04:57:41.1 (34981171)|HEAP_ALLOCATE|[4]|Bytes:5
04:57:41.1 (34982791)|STATEMENT_EXECUTE|[3]
04:57:41.1 (34983944)|STATEMENT_EXECUTE|[4]
04:57:41.1 (34986529)|HEAP_ALLOCATE|[4]|Bytes:22
04:57:41.1 (35022369)|VARIABLE_ASSIGNMENT|[4]|this.CentralEmailAddress|"ricky.lowe@yopmail.c (2 more) ..."|0x7ae371af
04:57:41.1 (35026123)|STATEMENT_EXECUTE|[5]
04:57:41.1 (35027133)|STATEMENT_EXECUTE|[6]
04:57:41.1 (35037437)|HEAP_ALLOCATE|[4]|Bytes:6
04:57:41.1 (35059627)|STATEMENT_EXECUTE|[10]
04:57:41.1 (35061409)|STATEMENT_EXECUTE|[16]
04:57:41.1 (35067608)|HEAP_ALLOCATE|[16]|Bytes:4
04:57:41.1 (35213124)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:57:41.1 (35226154)|VARIABLE_ASSIGNMENT|[16]|this.messages|[]|0x7ae371af
04:57:41.1 (35228960)|STATEMENT_EXECUTE|[17]
04:57:41.1 (35233281)|HEAP_ALLOCATE|[17]|Bytes:4
04:57:41.1 (35286763)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:57:41.1 (35294359)|VARIABLE_ASSIGNMENT|[17]|this.EmailMessages|[]|0x7ae371af
04:57:41.1 (35302993)|CONSTRUCTOR_EXIT|[1]|01pO00000003HJI|<init>()
04:57:41.1 (35306360)|SYSTEM_MODE_EXIT|false
04:57:41.1 (35336454)|VARIABLE_ASSIGNMENT|[1]|EA|{"CentralEmailAddress":"ricky.lowe@yopmail.c (2 more) ...","EmailMessages":"0x47ce5f30","messages":"0x6e38521d"}|0x7ae371af
04:57:41.1 (35341050)|STATEMENT_EXECUTE|[2]
04:57:41.1 (35349734)|HEAP_ALLOCATE|[2]|Bytes:15
04:57:41.1 (35369412)|HEAP_ALLOCATE|[2]|Bytes:4
04:57:41.1 (35413411)|SYSTEM_MODE_ENTER|false
04:57:41.1 (35424901)|HEAP_ALLOCATE|[2]|Bytes:5
04:57:41.1 (35467606)|METHOD_ENTRY|[2]|01pO00000003HJI|Email_Alert_Class.registerNewEmail(String, Boolean, Boolean, Id, Boolean, Boolean, Boolean, Id)
04:57:41.1 (35490500)|VARIABLE_SCOPE_BEGIN|[20]|this|Email_Alert_Class|true|false
04:57:41.1 (35513162)|VARIABLE_ASSIGNMENT|[20]|this|{"CentralEmailAddress":"ricky.lowe@yopmail.c (2 more) ...","EmailMessages":"0x47ce5f30","messages":"0x6e38521d"}|0x7ae371af
04:57:41.1 (35517763)|VARIABLE_SCOPE_BEGIN|[20]|templateDevName|String|false|false
04:57:41.1 (35522724)|VARIABLE_ASSIGNMENT|[20]|templateDevName|null
04:57:41.1 (35527309)|VARIABLE_SCOPE_BEGIN|[20]|sendToPreContractGroup|Boolean|false|false
04:57:41.1 (35530763)|VARIABLE_ASSIGNMENT|[20]|sendToPreContractGroup|false
04:57:41.1 (35533182)|VARIABLE_SCOPE_BEGIN|[20]|sendToCentralEmailAddress|Boolean|false|false
04:57:41.1 (35535962)|VARIABLE_ASSIGNMENT|[20]|sendToCentralEmailAddress|false
04:57:41.1 (35538121)|VARIABLE_SCOPE_BEGIN|[20]|OppID|Id|false|false
04:57:41.1 (35692543)|VARIABLE_ASSIGNMENT|[20]|OppID|"006O0000008ju1ZIAQ"
04:57:41.1 (35700762)|VARIABLE_SCOPE_BEGIN|[20]|sendToPDM|Boolean|false|false
04:57:41.1 (35705136)|VARIABLE_ASSIGNMENT|[20]|sendToPDM|true
04:57:41.1 (35708323)|VARIABLE_SCOPE_BEGIN|[20]|sendToBDM|Boolean|false|false
04:57:41.1 (35710763)|VARIABLE_ASSIGNMENT|[20]|sendToBDM|false
04:57:41.1 (35712980)|VARIABLE_SCOPE_BEGIN|[20]|sendToAllApprovers|Boolean|false|false
04:57:41.1 (35715268)|VARIABLE_ASSIGNMENT|[20]|sendToAllApprovers|false
04:57:41.1 (35717513)|VARIABLE_SCOPE_BEGIN|[20]|currentApprover|Id|false|false
04:57:41.1 (35719967)|VARIABLE_ASSIGNMENT|[20]|currentApprover|null
04:57:41.1 (35729270)|HEAP_ALLOCATE|[21]|Bytes:5
04:57:41.1 (35733088)|STATEMENT_EXECUTE|[20]
04:57:41.1 (35734449)|STATEMENT_EXECUTE|[21]
04:57:41.1 (35750024)|HEAP_ALLOCATE|[21]|Bytes:36
04:57:41.1 (35764044)|CONSTRUCTOR_ENTRY|[21]|01pO00000003HJI|<init>()
04:57:41.1 (35785117)|VARIABLE_SCOPE_BEGIN|[33]|this|Email_Alert_Class.EmailMessage|true|false
04:57:41.1 (35841446)|VARIABLE_ASSIGNMENT|[33]|this|{}|0x7cfe47e
04:57:41.1 (35856359)|STATEMENT_EXECUTE|[33]
04:57:41.1 (35857834)|STATEMENT_EXECUTE|[34]
04:57:41.1 (35858885)|STATEMENT_EXECUTE|[35]
04:57:41.1 (35859701)|STATEMENT_EXECUTE|[36]
04:57:41.1 (35860514)|STATEMENT_EXECUTE|[37]
04:57:41.1 (35861576)|STATEMENT_EXECUTE|[38]
04:57:41.1 (35862386)|STATEMENT_EXECUTE|[39]
04:57:41.1 (35863209)|STATEMENT_EXECUTE|[40]
04:57:41.1 (35864010)|STATEMENT_EXECUTE|[41]
04:57:41.1 (35867471)|CONSTRUCTOR_EXIT|[21]|01pO00000003HJI|<init>()
04:57:41.1 (35870874)|VARIABLE_SCOPE_BEGIN|[21]|EM|Email_Alert_Class.EmailMessage|true|false
04:57:41.1 (35885151)|VARIABLE_ASSIGNMENT|[21]|EM|{}|0x7cfe47e
04:57:41.1 (35887173)|STATEMENT_EXECUTE|[22]
04:57:41.1 (35894091)|VARIABLE_ASSIGNMENT|[22]|this.templateDevName|null|0x7cfe47e
04:57:41.1 (35895738)|STATEMENT_EXECUTE|[23]
04:57:41.1 (35900008)|HEAP_ALLOCATE|[23]|Bytes:5
04:57:41.1 (35905624)|VARIABLE_ASSIGNMENT|[23]|this.sendToPreContractGroup|false|0x7cfe47e
04:57:41.1 (35907414)|STATEMENT_EXECUTE|[24]
04:57:41.1 (35909943)|HEAP_ALLOCATE|[24]|Bytes:5
04:57:41.1 (35914118)|VARIABLE_ASSIGNMENT|[24]|this.sendToCentralEmailAddress|false|0x7cfe47e
04:57:41.1 (35915968)|STATEMENT_EXECUTE|[25]
04:57:41.1 (35969272)|VARIABLE_ASSIGNMENT|[25]|this.OppID|"006O0000008ju1ZIAQ"|0x7cfe47e
04:57:41.1 (35972512)|STATEMENT_EXECUTE|[26]
04:57:41.1 (35977631)|HEAP_ALLOCATE|[26]|Bytes:5
04:57:41.1 (35986458)|VARIABLE_ASSIGNMENT|[26]|this.sendToPDM|true|0x7cfe47e
04:57:41.1 (35988115)|STATEMENT_EXECUTE|[27]
04:57:41.1 (35990555)|HEAP_ALLOCATE|[27]|Bytes:5
04:57:41.1 (35994716)|VARIABLE_ASSIGNMENT|[27]|this.sendToBDM|false|0x7cfe47e
04:57:41.1 (35996194)|STATEMENT_EXECUTE|[28]
04:57:41.1 (35998422)|HEAP_ALLOCATE|[28]|Bytes:5
04:57:41.1 (36002479)|VARIABLE_ASSIGNMENT|[28]|this.sendToAllApprovers|false|0x7cfe47e
04:57:41.1 (36004799)|STATEMENT_EXECUTE|[29]
04:57:41.1 (36008582)|VARIABLE_ASSIGNMENT|[29]|this.currentApprover|null|0x7cfe47e
04:57:41.1 (36009953)|STATEMENT_EXECUTE|[30]
04:57:41.1 (36058668)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:57:41.1 (36076675)|METHOD_EXIT|[2]|01pO00000003HJI|Email_Alert_Class.registerNewEmail(String, Boolean, Boolean, Id, Boolean, Boolean, Boolean, Id)
04:57:41.1 (36081575)|SYSTEM_MODE_EXIT|false
04:57:41.1 (36085983)|STATEMENT_EXECUTE|[3]
04:57:41.1 (36111825)|SYSTEM_MODE_ENTER|false
04:57:41.1 (36122922)|HEAP_ALLOCATE|[3]|Bytes:5
04:57:41.1 (36134359)|METHOD_ENTRY|[3]|01pO00000003HJI|Email_Alert_Class.sendEmails()
04:57:41.1 (36155783)|VARIABLE_SCOPE_BEGIN|[44]|this|Email_Alert_Class|true|false
04:57:41.1 (36177591)|VARIABLE_ASSIGNMENT|[44]|this|{"CentralEmailAddress":"ricky.lowe@yopmail.c (2 more) ...","EmailMessages":"0x47ce5f30","messages":"0x6e38521d"}|0x7ae371af
04:57:41.1 (36187574)|HEAP_ALLOCATE|[45]|Bytes:5
04:57:41.1 (36191104)|STATEMENT_EXECUTE|[44]
04:57:41.1 (36192240)|STATEMENT_EXECUTE|[45]
04:57:41.1 (36200937)|HEAP_ALLOCATE|[45]|Bytes:4
04:57:41.1 (36231104)|VARIABLE_SCOPE_BEGIN|[45]|OppIds|Set<Id>|true|false
04:57:41.1 (36260364)|VARIABLE_ASSIGNMENT|[45]|OppIds|[]|0x263b5590
04:57:41.1 (36263153)|STATEMENT_EXECUTE|[46]
