34.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,NONE;DB,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
10:49:19.0 (583029)|USER_INFO|[EXTERNAL]|005O0000003t7an|ricky.lowe@jhg.com.au.pcphase2|Australian Eastern Standard Time|GMT+11:00
10:49:19.0 (613087)|EXECUTION_STARTED
10:49:19.0 (617304)|CODE_UNIT_STARTED|[EXTERNAL]|TRIGGERS
10:49:19.0 (649194)|CODE_UNIT_STARTED|[EXTERNAL]|01qO00000000Ue8|AssignedApproverTrigger on Assigned_Approver trigger event BeforeUpdate for [a0oO0000002tZsj]
10:49:19.0 (710059)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
10:49:19.0 (781795)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
10:49:19.0 (1112042)|HEAP_ALLOCATE|[72]|Bytes:3
10:49:19.0 (1159156)|HEAP_ALLOCATE|[77]|Bytes:152
10:49:19.0 (1176550)|HEAP_ALLOCATE|[342]|Bytes:408
10:49:19.0 (1199077)|HEAP_ALLOCATE|[355]|Bytes:408
10:49:19.0 (1221712)|HEAP_ALLOCATE|[467]|Bytes:48
10:49:19.0 (1257685)|HEAP_ALLOCATE|[139]|Bytes:6
10:49:19.0 (1278805)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
10:49:19.0 (1296752)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
10:49:19.0 (1304517)|VARIABLE_SCOPE_BEGIN|[1]|this|AssignedApproverTrigger|true|false
10:49:19.0 (1347009)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x36c46258
10:49:19.0 (1397634)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
10:49:19.0 (1404635)|VARIABLE_SCOPE_BEGIN|[1]|this|AssignedApproverTrigger|true|false
10:49:19.0 (1415518)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x36c46258
10:49:19.0 (1421765)|STATEMENT_EXECUTE|[1]
10:49:19.0 (1424851)|STATEMENT_EXECUTE|[2]
10:49:19.0 (1634213)|HEAP_ALLOCATE|[2]|Bytes:36
10:49:19.0 (1653105)|HEAP_ALLOCATE|[50]|Bytes:5
10:49:19.0 (1672309)|HEAP_ALLOCATE|[56]|Bytes:5
10:49:19.0 (1680624)|HEAP_ALLOCATE|[64]|Bytes:7
10:49:19.0 (1720772)|SYSTEM_METHOD_ENTRY|[2]|System.debug(APEX_OBJECT, ANY)
10:49:19.0 (1752538)|USER_DEBUG|[2]|ERROR|*** Assigned Approver Trigger Firing
10:49:19.0 (1759828)|SYSTEM_METHOD_EXIT|[2]|System.debug(APEX_OBJECT, ANY)
