34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
Execute Anonymous: Email_Alert_Class EA = new Email_Alert_Class();
Execute Anonymous: EA.registerNewEmail(null, false, false, '006O0000008ju1Z', true, false, false, null);
Execute Anonymous: EA.sendEmails();
04:54:22.1 (1463690)|USER_INFO|[EXTERNAL]|005O0000003t7an|ricky.lowe@jhg.com.au.pcphase2|Australian Eastern Standard Time|GMT+11:00
04:54:22.1 (1478413)|EXECUTION_STARTED
04:54:22.1 (1483007)|CODE_UNIT_STARTED|[EXTERNAL]|execute_anonymous_apex
04:54:22.1 (25389716)|VARIABLE_SCOPE_BEGIN|[1]|EA|Email_Alert_Class|true|false
04:54:22.1 (25533822)|HEAP_ALLOCATE|[72]|Bytes:3
04:54:22.1 (25580704)|HEAP_ALLOCATE|[77]|Bytes:152
04:54:22.1 (25596105)|HEAP_ALLOCATE|[342]|Bytes:408
04:54:22.1 (25625200)|HEAP_ALLOCATE|[355]|Bytes:408
04:54:22.1 (25651224)|HEAP_ALLOCATE|[467]|Bytes:48
04:54:22.1 (25695468)|HEAP_ALLOCATE|[139]|Bytes:6
04:54:22.1 (25734178)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
04:54:22.1 (25790291)|STATEMENT_EXECUTE|[1]
04:54:22.1 (25793330)|STATEMENT_EXECUTE|[1]
04:54:22.1 (25799772)|HEAP_ALLOCATE|[1]|Bytes:12
04:54:22.1 (25805133)|HEAP_ALLOCATE|[1]|Bytes:20
04:54:22.1 (25808358)|HEAP_ALLOCATE|[1]|Bytes:8
04:54:22.1 (25838364)|METHOD_ENTRY|[1]|01pO00000003HJI|Email_Alert_Class.Email_Alert_Class()
04:54:22.1 (25841842)|STATEMENT_EXECUTE|[1]
04:54:22.1 (25845458)|STATEMENT_EXECUTE|[1]
04:54:22.1 (25879429)|HEAP_ALLOCATE|[50]|Bytes:5
04:54:22.1 (25903067)|HEAP_ALLOCATE|[56]|Bytes:5
04:54:22.1 (25911969)|HEAP_ALLOCATE|[64]|Bytes:7
04:54:22.1 (25931114)|SYSTEM_MODE_ENTER|false
04:54:22.1 (25947139)|HEAP_ALLOCATE|[1]|Bytes:5
04:54:22.1 (25950775)|STATEMENT_EXECUTE|[33]
04:54:22.1 (25955968)|SYSTEM_MODE_EXIT|false
04:54:22.1 (25974738)|METHOD_EXIT|[1]|Email_Alert_Class
04:54:22.1 (26200842)|HEAP_ALLOCATE|[1]|Bytes:20
04:54:22.1 (26244077)|SYSTEM_MODE_ENTER|false
04:54:22.1 (26259706)|HEAP_ALLOCATE|[1]|Bytes:5
04:54:22.1 (26275524)|CONSTRUCTOR_ENTRY|[1]|01pO00000003HJI|<init>()
04:54:22.1 (26376773)|VARIABLE_SCOPE_BEGIN|[10]|this|Email_Alert_Class|true|false
04:54:22.1 (26440467)|VARIABLE_ASSIGNMENT|[10]|this|{}|0x34535381
04:54:22.1 (26451777)|HEAP_ALLOCATE|[4]|Bytes:5
04:54:22.1 (26455544)|STATEMENT_EXECUTE|[1]
04:54:22.1 (26458368)|HEAP_ALLOCATE|[4]|Bytes:5
04:54:22.1 (26460036)|STATEMENT_EXECUTE|[3]
04:54:22.1 (26461155)|STATEMENT_EXECUTE|[4]
04:54:22.1 (26463869)|HEAP_ALLOCATE|[4]|Bytes:22
04:54:22.1 (26481017)|VARIABLE_ASSIGNMENT|[4]|this.CentralEmailAddress|"ricky.lowe@yopmail.c (2 more) ..."|0x34535381
04:54:22.1 (26483037)|STATEMENT_EXECUTE|[5]
04:54:22.1 (26483994)|STATEMENT_EXECUTE|[6]
04:54:22.1 (26493558)|HEAP_ALLOCATE|[4]|Bytes:6
04:54:22.1 (26532197)|STATEMENT_EXECUTE|[10]
04:54:22.1 (26534420)|STATEMENT_EXECUTE|[16]
04:54:22.1 (26540568)|HEAP_ALLOCATE|[16]|Bytes:4
04:54:22.1 (26666051)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:54:22.1 (26678071)|VARIABLE_ASSIGNMENT|[16]|this.messages|[]|0x34535381
04:54:22.1 (26680911)|STATEMENT_EXECUTE|[17]
04:54:22.1 (26685207)|HEAP_ALLOCATE|[17]|Bytes:4
04:54:22.1 (26735306)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:54:22.1 (26742893)|VARIABLE_ASSIGNMENT|[17]|this.EmailMessages|[]|0x34535381
04:54:22.1 (26750989)|CONSTRUCTOR_EXIT|[1]|01pO00000003HJI|<init>()
04:54:22.1 (26754687)|SYSTEM_MODE_EXIT|false
04:54:22.1 (26861939)|VARIABLE_ASSIGNMENT|[1]|EA|{"CentralEmailAddress":"ricky.lowe@yopmail.c (2 more) ...","EmailMessages":"0x52b0d9ea","messages":"0x4a120610"}|0x34535381
04:54:22.1 (26867650)|STATEMENT_EXECUTE|[2]
04:54:22.1 (26877323)|HEAP_ALLOCATE|[2]|Bytes:15
04:54:22.1 (26893670)|HEAP_ALLOCATE|[2]|Bytes:4
04:54:22.1 (26922523)|SYSTEM_MODE_ENTER|false
04:54:22.1 (26933138)|HEAP_ALLOCATE|[2]|Bytes:5
04:54:22.1 (26970323)|METHOD_ENTRY|[2]|01pO00000003HJI|Email_Alert_Class.registerNewEmail(String, Boolean, Boolean, Id, Boolean, Boolean, Boolean, Id)
04:54:22.1 (26996175)|VARIABLE_SCOPE_BEGIN|[20]|this|Email_Alert_Class|true|false
04:54:22.1 (27019838)|VARIABLE_ASSIGNMENT|[20]|this|{"CentralEmailAddress":"ricky.lowe@yopmail.c (2 more) ...","EmailMessages":"0x52b0d9ea","messages":"0x4a120610"}|0x34535381
04:54:22.1 (27027214)|VARIABLE_SCOPE_BEGIN|[20]|templateDevName|String|false|false
04:54:22.1 (27032617)|VARIABLE_ASSIGNMENT|[20]|templateDevName|null
04:54:22.1 (27038613)|VARIABLE_SCOPE_BEGIN|[20]|sendToPreContractGroup|Boolean|false|false
04:54:22.1 (27043143)|VARIABLE_ASSIGNMENT|[20]|sendToPreContractGroup|false
04:54:22.1 (27046833)|VARIABLE_SCOPE_BEGIN|[20]|sendToCentralEmailAddress|Boolean|false|false
04:54:22.1 (27050142)|VARIABLE_ASSIGNMENT|[20]|sendToCentralEmailAddress|false
04:54:22.1 (27053353)|VARIABLE_SCOPE_BEGIN|[20]|OppID|Id|false|false
04:54:22.1 (27161808)|VARIABLE_ASSIGNMENT|[20]|OppID|"006O0000008ju1ZIAQ"
04:54:22.1 (27172743)|VARIABLE_SCOPE_BEGIN|[20]|sendToPDM|Boolean|false|false
04:54:22.1 (27178529)|VARIABLE_ASSIGNMENT|[20]|sendToPDM|true
04:54:22.1 (27182729)|VARIABLE_SCOPE_BEGIN|[20]|sendToBDM|Boolean|false|false
04:54:22.1 (27186222)|VARIABLE_ASSIGNMENT|[20]|sendToBDM|false
04:54:22.1 (27189810)|VARIABLE_SCOPE_BEGIN|[20]|sendToAllApprovers|Boolean|false|false
04:54:22.1 (27192888)|VARIABLE_ASSIGNMENT|[20]|sendToAllApprovers|false
04:54:22.1 (27196044)|VARIABLE_SCOPE_BEGIN|[20]|currentApprover|Id|false|false
04:54:22.1 (27198945)|VARIABLE_ASSIGNMENT|[20]|currentApprover|null
04:54:22.1 (27208609)|HEAP_ALLOCATE|[21]|Bytes:5
04:54:22.1 (27212696)|STATEMENT_EXECUTE|[20]
04:54:22.1 (27214005)|STATEMENT_EXECUTE|[21]
04:54:22.1 (27227052)|HEAP_ALLOCATE|[21]|Bytes:36
04:54:22.1 (27240782)|CONSTRUCTOR_ENTRY|[21]|01pO00000003HJI|<init>()
04:54:22.1 (27264025)|VARIABLE_SCOPE_BEGIN|[33]|this|Email_Alert_Class.EmailMessage|true|false
04:54:22.1 (27321565)|VARIABLE_ASSIGNMENT|[33]|this|{}|0x124edecf
04:54:22.1 (27339375)|STATEMENT_EXECUTE|[33]
04:54:22.1 (27340925)|STATEMENT_EXECUTE|[34]
04:54:22.1 (27342053)|STATEMENT_EXECUTE|[35]
04:54:22.1 (27342989)|STATEMENT_EXECUTE|[36]
04:54:22.1 (27343864)|STATEMENT_EXECUTE|[37]
04:54:22.1 (27345139)|STATEMENT_EXECUTE|[38]
04:54:22.1 (27346109)|STATEMENT_EXECUTE|[39]
04:54:22.1 (27346950)|STATEMENT_EXECUTE|[40]
04:54:22.1 (27347822)|STATEMENT_EXECUTE|[41]
04:54:22.1 (27351282)|CONSTRUCTOR_EXIT|[21]|01pO00000003HJI|<init>()
04:54:22.1 (27356367)|VARIABLE_SCOPE_BEGIN|[21]|EM|Email_Alert_Class.EmailMessage|true|false
04:54:22.1 (27371284)|VARIABLE_ASSIGNMENT|[21]|EM|{}|0x124edecf
04:54:22.1 (27373700)|STATEMENT_EXECUTE|[22]
04:54:22.1 (27380339)|VARIABLE_ASSIGNMENT|[22]|this.templateDevName|null|0x124edecf
04:54:22.1 (27382084)|STATEMENT_EXECUTE|[23]
04:54:22.1 (27387081)|HEAP_ALLOCATE|[23]|Bytes:5
04:54:22.1 (27392824)|VARIABLE_ASSIGNMENT|[23]|this.sendToPreContractGroup|false|0x124edecf
04:54:22.1 (27394488)|STATEMENT_EXECUTE|[24]
04:54:22.1 (27397051)|HEAP_ALLOCATE|[24]|Bytes:5
04:54:22.1 (27401175)|VARIABLE_ASSIGNMENT|[24]|this.sendToCentralEmailAddress|false|0x124edecf
04:54:22.1 (27402871)|STATEMENT_EXECUTE|[25]
04:54:22.1 (27455286)|VARIABLE_ASSIGNMENT|[25]|this.OppID|"006O0000008ju1ZIAQ"|0x124edecf
04:54:22.1 (27458724)|STATEMENT_EXECUTE|[26]
04:54:22.1 (27464507)|HEAP_ALLOCATE|[26]|Bytes:5
04:54:22.1 (27472203)|VARIABLE_ASSIGNMENT|[26]|this.sendToPDM|true|0x124edecf
04:54:22.1 (27473963)|STATEMENT_EXECUTE|[27]
04:54:22.1 (27476553)|HEAP_ALLOCATE|[27]|Bytes:5
04:54:22.1 (27480409)|VARIABLE_ASSIGNMENT|[27]|this.sendToBDM|false|0x124edecf
04:54:22.1 (27481946)|STATEMENT_EXECUTE|[28]
04:54:22.1 (27484476)|HEAP_ALLOCATE|[28]|Bytes:5
04:54:22.1 (27488251)|VARIABLE_ASSIGNMENT|[28]|this.sendToAllApprovers|false|0x124edecf
04:54:22.1 (27489817)|STATEMENT_EXECUTE|[29]
04:54:22.1 (27493449)|VARIABLE_ASSIGNMENT|[29]|this.currentApprover|null|0x124edecf
04:54:22.1 (27494915)|STATEMENT_EXECUTE|[30]
04:54:22.1 (27540549)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:54:22.1 (27558125)|METHOD_EXIT|[2]|01pO00000003HJI|Email_Alert_Class.registerNewEmail(String, Boolean, Boolean, Id, Boolean, Boolean, Boolean, Id)
04:54:22.1 (27562511)|SYSTEM_MODE_EXIT|false
04:54:22.1 (27566745)|STATEMENT_EXECUTE|[3]
04:54:22.1 (27590735)|SYSTEM_MODE_ENTER|false
04:54:22.1 (27601417)|HEAP_ALLOCATE|[3]|Bytes:5
04:54:22.1 (27612161)|METHOD_ENTRY|[3]|01pO00000003HJI|Email_Alert_Class.sendEmails()
04:54:22.1 (27635008)|VARIABLE_SCOPE_BEGIN|[44]|this|Email_Alert_Class|true|false
04:54:22.1 (27657973)|VARIABLE_ASSIGNMENT|[44]|this|{"CentralEmailAddress":"ricky.lowe@yopmail.c (2 more) ...","EmailMessages":"0x52b0d9ea","messages":"0x4a120610"}|0x34535381
04:54:22.1 (27668636)|HEAP_ALLOCATE|[45]|Bytes:5
04:54:22.1 (27672234)|STATEMENT_EXECUTE|[44]
04:54:22.1 (27673439)|STATEMENT_EXECUTE|[45]
04:54:22.1 (27682652)|HEAP_ALLOCATE|[45]|Bytes:4
04:54:22.1 (27714292)|VARIABLE_SCOPE_BEGIN|[45]|OppIds|Set<Id>|true|false
04:54:22.1 (27742952)|VARIABLE_ASSIGNMENT|[45]|OppIds|[]|0x45cf00c2
04:54:22.1 (27745932)|STATEMENT_EXECUTE|[46]
04:54:22.1 (27750425)|HEAP_ALLOCATE|[46]|Bytes:4
