34.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,NONE;DB,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
13:16:43.0 (360709)|USER_INFO|[EXTERNAL]|005O0000003t7an|ricky.lowe@jhg.com.au.pcphase2|Australian Eastern Standard Time|GMT+10:00
13:16:43.0 (401998)|EXECUTION_STARTED
13:16:43.0 (410389)|CODE_UNIT_STARTED|[EXTERNAL]|TRIGGERS
13:16:43.0 (433603)|CODE_UNIT_STARTED|[EXTERNAL]|01qO00000000Ue8|AssignedApproverTrigger on Assigned_Approver trigger event BeforeUpdate for [a0oO0000002tdCD]
13:16:43.0 (465946)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
13:16:43.0 (554469)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
13:16:43.0 (826890)|HEAP_ALLOCATE|[72]|Bytes:3
13:16:43.0 (862414)|HEAP_ALLOCATE|[77]|Bytes:152
13:16:43.0 (882194)|HEAP_ALLOCATE|[342]|Bytes:408
13:16:43.0 (901539)|HEAP_ALLOCATE|[355]|Bytes:408
13:16:43.0 (926856)|HEAP_ALLOCATE|[467]|Bytes:48
13:16:43.0 (962468)|HEAP_ALLOCATE|[139]|Bytes:6
13:16:43.0 (979203)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
13:16:43.0 (984817)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:16:43.0 (991438)|VARIABLE_SCOPE_BEGIN|[1]|this|AssignedApproverTrigger|true|false
13:16:43.0 (1041439)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x5234a31e
13:16:43.0 (1092734)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:16:43.0 (1099121)|VARIABLE_SCOPE_BEGIN|[1]|this|AssignedApproverTrigger|true|false
13:16:43.0 (1111790)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x5234a31e
13:16:43.0 (1117064)|STATEMENT_EXECUTE|[1]
13:16:43.0 (1118751)|STATEMENT_EXECUTE|[2]
13:16:43.0 (1368274)|HEAP_ALLOCATE|[2]|Bytes:36
13:16:43.0 (1382501)|HEAP_ALLOCATE|[50]|Bytes:5
13:16:43.0 (1394597)|HEAP_ALLOCATE|[56]|Bytes:5
13:16:43.0 (1401664)|HEAP_ALLOCATE|[64]|Bytes:7
13:16:43.0 (1448150)|SYSTEM_METHOD_ENTRY|[2]|System.debug(APEX_OBJECT, ANY)
13:16:43.0 (1518612)|USER_DEBUG|[2]|ERROR|*** Assigned Approver Trigger Firing
13:16:43.0 (1533861)|SYSTEM_METHOD_EXIT|[2]|System.debug(APEX_OBJECT, ANY)
13:16:43.0 (1538606)|STATEMENT_EXECUTE|[3]
13:16:43.0 (2639176)|VARIABLE_SCOPE_BEGIN|[14]|Assigned_Approver_TriggerHandler.recursionAfter|Boolean|false|true
13:16:43.0 (2645418)|VARIABLE_SCOPE_BEGIN|[13]|Assigned_Approver_TriggerHandler.recursionBefore|Boolean|false|true
13:16:43.0 (3535220)|VARIABLE_SCOPE_BEGIN|[5]|TriggerHandler.bypassedHandlers|Set<String>|true|true
13:16:43.0 (3605691)|VARIABLE_SCOPE_BEGIN|[4]|TriggerHandler.loopCountMap|Map<String,TriggerHandler.LoopCount>|true|true
13:16:43.0 (3636079)|HEAP_ALLOCATE|[3]|Bytes:14
13:16:43.0 (3642246)|HEAP_ALLOCATE|[3]|Bytes:20
13:16:43.0 (3661456)|METHOD_ENTRY|[12]|01pO00000003Sem|Assigned_Approver_TriggerHandler.Assigned_Approver_TriggerHandler()
13:16:43.0 (3664782)|STATEMENT_EXECUTE|[12]
13:16:43.0 (3668659)|STATEMENT_EXECUTE|[12]
13:16:43.0 (3681693)|HEAP_ALLOCATE|[13]|Bytes:5
13:16:43.0 (3685139)|STATEMENT_EXECUTE|[13]
13:16:43.0 (3689497)|HEAP_ALLOCATE|[13]|Bytes:5
13:16:43.0 (3701339)|VARIABLE_ASSIGNMENT|[13]|Assigned_Approver_TriggerHandler.recursionBefore|false
13:16:43.0 (3703450)|STATEMENT_EXECUTE|[14]
13:16:43.0 (3706689)|HEAP_ALLOCATE|[14]|Bytes:5
13:16:43.0 (3711627)|VARIABLE_ASSIGNMENT|[14]|Assigned_Approver_TriggerHandler.recursionAfter|false
13:16:43.0 (3725090)|METHOD_EXIT|[12]|Assigned_Approver_TriggerHandler
13:16:43.0 (3732253)|HEAP_ALLOCATE|[3]|Bytes:12
13:16:43.0 (3759644)|CONSTRUCTOR_ENTRY|[3]|01pO00000003Sem|<init>()
13:16:43.0 (3797800)|VARIABLE_SCOPE_BEGIN|[16]|this|Assigned_Approver_TriggerHandler|true|false
13:16:43.0 (3887176)|VARIABLE_ASSIGNMENT|[16]|this|{}|0x3734a9de
13:16:43.0 (3901765)|HEAP_ALLOCATE|[16]|Bytes:5
13:16:43.0 (3905731)|STATEMENT_EXECUTE|[12]
13:16:43.0 (3908397)|HEAP_ALLOCATE|[16]|Bytes:5
13:16:43.0 (3924590)|HEAP_ALLOCATE|[16]|Bytes:48
