34.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,NONE;DB,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
13:45:23.0 (397891)|USER_INFO|[EXTERNAL]|005O0000003t7an|ricky.lowe@jhg.com.au.pcphase2|Australian Eastern Standard Time|GMT+10:00
13:45:23.0 (440213)|EXECUTION_STARTED
13:45:23.0 (444491)|CODE_UNIT_STARTED|[EXTERNAL]|TRIGGERS
13:45:23.0 (480487)|CODE_UNIT_STARTED|[EXTERNAL]|01qO00000000Ue8|AssignedApproverTrigger on Assigned_Approver trigger event BeforeUpdate for [a0oO0000002tdCD]
13:45:23.0 (517214)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
13:45:23.0 (560529)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
13:45:23.0 (908096)|HEAP_ALLOCATE|[72]|Bytes:3
13:45:23.0 (937676)|HEAP_ALLOCATE|[77]|Bytes:152
13:45:23.0 (951461)|HEAP_ALLOCATE|[342]|Bytes:408
13:45:23.0 (968832)|HEAP_ALLOCATE|[355]|Bytes:408
13:45:23.0 (984148)|HEAP_ALLOCATE|[467]|Bytes:48
13:45:23.0 (1013118)|HEAP_ALLOCATE|[139]|Bytes:6
13:45:23.0 (1029698)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
13:45:23.0 (1045265)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:45:23.0 (1054065)|VARIABLE_SCOPE_BEGIN|[1]|this|AssignedApproverTrigger|true|false
13:45:23.0 (1103285)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x1854f057
13:45:23.0 (1151271)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:45:23.0 (1158296)|VARIABLE_SCOPE_BEGIN|[1]|this|AssignedApproverTrigger|true|false
13:45:23.0 (1169315)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x1854f057
13:45:23.0 (1175227)|STATEMENT_EXECUTE|[1]
13:45:23.0 (1177275)|STATEMENT_EXECUTE|[2]
13:45:23.0 (1326830)|HEAP_ALLOCATE|[2]|Bytes:36
13:45:23.0 (1342480)|HEAP_ALLOCATE|[50]|Bytes:5
13:45:23.0 (1357357)|HEAP_ALLOCATE|[56]|Bytes:5
13:45:23.0 (1365302)|HEAP_ALLOCATE|[64]|Bytes:7
13:45:23.0 (1396511)|SYSTEM_METHOD_ENTRY|[2]|System.debug(APEX_OBJECT, ANY)
13:45:23.0 (1424745)|USER_DEBUG|[2]|ERROR|*** Assigned Approver Trigger Firing
13:45:23.0 (1431583)|SYSTEM_METHOD_EXIT|[2]|System.debug(APEX_OBJECT, ANY)
13:45:23.0 (1435724)|STATEMENT_EXECUTE|[3]
13:45:23.0 (45049613)|VARIABLE_SCOPE_BEGIN|[14]|Assigned_Approver_TriggerHandler.recursionAfter|Boolean|false|true
13:45:23.0 (45061614)|VARIABLE_SCOPE_BEGIN|[13]|Assigned_Approver_TriggerHandler.recursionBefore|Boolean|false|true
13:45:23.0 (71806661)|VARIABLE_SCOPE_BEGIN|[5]|TriggerHandler.bypassedHandlers|Set<String>|true|true
13:45:23.0 (72059957)|VARIABLE_SCOPE_BEGIN|[4]|TriggerHandler.loopCountMap|Map<String,TriggerHandler.LoopCount>|true|true
13:45:23.0 (72106713)|HEAP_ALLOCATE|[3]|Bytes:14
13:45:23.0 (72121493)|HEAP_ALLOCATE|[3]|Bytes:20
13:45:23.0 (72148488)|METHOD_ENTRY|[12]|01pO00000003Sem|Assigned_Approver_TriggerHandler.Assigned_Approver_TriggerHandler()
13:45:23.0 (72154041)|STATEMENT_EXECUTE|[12]
13:45:23.0 (72159884)|STATEMENT_EXECUTE|[12]
13:45:23.0 (72177181)|HEAP_ALLOCATE|[13]|Bytes:5
13:45:23.0 (72181041)|STATEMENT_EXECUTE|[13]
13:45:23.0 (72190006)|HEAP_ALLOCATE|[13]|Bytes:5
13:45:23.0 (72205393)|VARIABLE_ASSIGNMENT|[13]|Assigned_Approver_TriggerHandler.recursionBefore|false
13:45:23.0 (72207885)|STATEMENT_EXECUTE|[14]
13:45:23.0 (72211195)|HEAP_ALLOCATE|[14]|Bytes:5
13:45:23.0 (72215845)|VARIABLE_ASSIGNMENT|[14]|Assigned_Approver_TriggerHandler.recursionAfter|false
13:45:23.0 (72231116)|METHOD_EXIT|[12]|Assigned_Approver_TriggerHandler
13:45:23.0 (72433923)|HEAP_ALLOCATE|[3]|Bytes:12
13:45:23.0 (72453991)|CONSTRUCTOR_ENTRY|[3]|01pO00000003Sem|<init>()
13:45:23.0 (72494791)|VARIABLE_SCOPE_BEGIN|[16]|this|Assigned_Approver_TriggerHandler|true|false
13:45:23.0 (72535374)|VARIABLE_ASSIGNMENT|[16]|this|{}|0x5638fdfa
13:45:23.0 (72545460)|HEAP_ALLOCATE|[16]|Bytes:5
13:45:23.0 (72549487)|STATEMENT_EXECUTE|[12]
13:45:23.0 (72552319)|HEAP_ALLOCATE|[16]|Bytes:5
13:45:23.0 (72562123)|HEAP_ALLOCATE|[16]|Bytes:48
13:45:23.0 (72566837)|HEAP_ALLOCATE|[16]|Bytes:69
13:45:23.0 (72578475)|METHOD_ENTRY|[1]|01pO00000003AAn|TriggerHandler.TriggerHandler()
13:45:23.0 (72581348)|STATEMENT_EXECUTE|[1]
13:45:23.0 (72583733)|STATEMENT_EXECUTE|[1]
13:45:23.0 (72584887)|STATEMENT_EXECUTE|[16]
13:45:23.0 (72586255)|STATEMENT_EXECUTE|[17]
13:45:23.0 (72592259)|HEAP_ALLOCATE|[17]|Bytes:4
