34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
Execute Anonymous: Email_Alert_Class EA = new Email_Alert_Class();
Execute Anonymous: System.debug(loggingLevel.Error, '*** user ids: ' + EA.getPreContractGroupMembers());
02:38:51.1 (1846966)|USER_INFO|[EXTERNAL]|005O0000003t7an|ricky.lowe@jhg.com.au.pcphase2|Australian Eastern Standard Time|GMT+11:00
02:38:51.1 (1859599)|EXECUTION_STARTED
02:38:51.1 (1863460)|CODE_UNIT_STARTED|[EXTERNAL]|execute_anonymous_apex
02:38:51.1 (3998907)|VARIABLE_SCOPE_BEGIN|[1]|EA|Email_Alert_Class|true|false
02:38:51.1 (4120459)|HEAP_ALLOCATE|[72]|Bytes:3
02:38:51.1 (4155911)|HEAP_ALLOCATE|[77]|Bytes:152
02:38:51.1 (4169257)|HEAP_ALLOCATE|[342]|Bytes:408
02:38:51.1 (4185561)|HEAP_ALLOCATE|[355]|Bytes:408
02:38:51.1 (4200847)|HEAP_ALLOCATE|[467]|Bytes:48
02:38:51.1 (4226759)|HEAP_ALLOCATE|[139]|Bytes:6
02:38:51.1 (4251494)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:3
02:38:51.1 (4289691)|STATEMENT_EXECUTE|[1]
02:38:51.1 (4292301)|STATEMENT_EXECUTE|[1]
02:38:51.1 (4297208)|HEAP_ALLOCATE|[1]|Bytes:14
02:38:51.1 (4325378)|METHOD_ENTRY|[1]|01pO00000003HJI|Email_Alert_Class.Email_Alert_Class()
02:38:51.1 (4328283)|STATEMENT_EXECUTE|[1]
02:38:51.1 (4331713)|STATEMENT_EXECUTE|[1]
02:38:51.1 (4359630)|HEAP_ALLOCATE|[50]|Bytes:5
02:38:51.1 (4381550)|HEAP_ALLOCATE|[56]|Bytes:5
02:38:51.1 (4389284)|HEAP_ALLOCATE|[64]|Bytes:7
02:38:51.1 (4405974)|SYSTEM_MODE_ENTER|false
02:38:51.1 (4415106)|HEAP_ALLOCATE|[1]|Bytes:5
02:38:51.1 (4419849)|SYSTEM_MODE_EXIT|false
02:38:51.1 (4426190)|METHOD_EXIT|[1]|Email_Alert_Class
