34.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,NONE;DB,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
15:09:04.0 (352182)|USER_INFO|[EXTERNAL]|005O0000003t7an|ricky.lowe@jhg.com.au.pcphase2|Australian Eastern Standard Time|GMT+10:00
15:09:04.0 (393013)|EXECUTION_STARTED
15:09:04.0 (397934)|CODE_UNIT_STARTED|[EXTERNAL]|TRIGGERS
15:09:04.0 (434617)|CODE_UNIT_STARTED|[EXTERNAL]|01qO00000000TOT|gateTrigger on Gate trigger event BeforeUpdate for [a0nO0000003xa6P]
15:09:04.0 (481466)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
15:09:04.0 (548233)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
15:09:04.0 (888287)|HEAP_ALLOCATE|[72]|Bytes:3
15:09:04.0 (921116)|HEAP_ALLOCATE|[77]|Bytes:152
15:09:04.0 (937899)|HEAP_ALLOCATE|[342]|Bytes:408
15:09:04.0 (958138)|HEAP_ALLOCATE|[355]|Bytes:408
15:09:04.0 (978062)|HEAP_ALLOCATE|[467]|Bytes:48
15:09:04.0 (1012202)|HEAP_ALLOCATE|[139]|Bytes:6
15:09:04.0 (1030860)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:09:04.0 (1038630)|VARIABLE_SCOPE_BEGIN|[1]|this|gateTrigger|true|false
15:09:04.0 (1087155)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x3113b143
15:09:04.0 (1119955)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:09:04.0 (1125154)|VARIABLE_SCOPE_BEGIN|[1]|this|gateTrigger|true|false
15:09:04.0 (1134702)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x3113b143
15:09:04.0 (1140969)|STATEMENT_EXECUTE|[1]
15:09:04.0 (1142778)|STATEMENT_EXECUTE|[2]
15:09:04.0 (2657145)|VARIABLE_SCOPE_BEGIN|[19]|GateTriggerHandler.recursionAfter|Boolean|false|true
15:09:04.0 (2663415)|VARIABLE_SCOPE_BEGIN|[18]|GateTriggerHandler.recursionBefore|Boolean|false|true
15:09:04.0 (3513252)|VARIABLE_SCOPE_BEGIN|[5]|TriggerHandler.bypassedHandlers|Set<String>|true|true
15:09:04.0 (3591032)|VARIABLE_SCOPE_BEGIN|[4]|TriggerHandler.loopCountMap|Map<String,TriggerHandler.LoopCount>|true|true
15:09:04.0 (3622430)|HEAP_ALLOCATE|[2]|Bytes:46
15:09:04.0 (3629220)|HEAP_ALLOCATE|[2]|Bytes:67
15:09:04.0 (3655952)|METHOD_ENTRY|[15]|01pO00000003IBZ|GateTriggerHandler.GateTriggerHandler()
15:09:04.0 (3659001)|STATEMENT_EXECUTE|[15]
15:09:04.0 (3662729)|STATEMENT_EXECUTE|[15]
15:09:04.0 (3689339)|HEAP_ALLOCATE|[50]|Bytes:5
15:09:04.0 (3713568)|HEAP_ALLOCATE|[56]|Bytes:5
15:09:04.0 (3730629)|HEAP_ALLOCATE|[64]|Bytes:7
15:09:04.0 (5024990)|SYSTEM_MODE_ENTER|false
15:09:04.0 (5043670)|HEAP_ALLOCATE|[18]|Bytes:5
15:09:04.0 (5049020)|STATEMENT_EXECUTE|[18]
15:09:04.0 (5054293)|HEAP_ALLOCATE|[18]|Bytes:5
15:09:04.0 (5065690)|VARIABLE_ASSIGNMENT|[18]|GateTriggerHandler.recursionBefore|false
15:09:04.0 (5068002)|STATEMENT_EXECUTE|[19]
15:09:04.0 (5071296)|HEAP_ALLOCATE|[19]|Bytes:5
15:09:04.0 (5076047)|VARIABLE_ASSIGNMENT|[19]|GateTriggerHandler.recursionAfter|false
15:09:04.0 (5081206)|SYSTEM_MODE_EXIT|false
15:09:04.0 (5089543)|METHOD_EXIT|[15]|GateTriggerHandler
15:09:04.0 (5096365)|HEAP_ALLOCATE|[2]|Bytes:20
15:09:04.0 (5110014)|CONSTRUCTOR_ENTRY|[2]|01pO00000003IBZ|<init>()
15:09:04.0 (5137285)|VARIABLE_SCOPE_BEGIN|[22]|this|GateTriggerHandler|true|false
15:09:04.0 (5321278)|VARIABLE_ASSIGNMENT|[22]|this|{}|0x48bc0846
15:09:04.0 (5330796)|SYSTEM_MODE_ENTER|false
15:09:04.0 (5337121)|HEAP_ALLOCATE|[16]|Bytes:5
15:09:04.0 (5340851)|STATEMENT_EXECUTE|[15]
15:09:04.0 (5343452)|HEAP_ALLOCATE|[16]|Bytes:5
15:09:04.0 (5345129)|STATEMENT_EXECUTE|[16]
15:09:04.0 (5350162)|HEAP_ALLOCATE|[16]|Bytes:4
15:09:04.0 (5391629)|SYSTEM_CONSTRUCTOR_ENTRY|[16]|<init>()
15:09:04.0 (5415739)|SYSTEM_CONSTRUCTOR_EXIT|[16]|<init>()
15:09:04.0 (5424029)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
