39.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,NONE;DB,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
16:28:39.1 (1807038)|USER_INFO|[EXTERNAL]|005O0000003t7an|ricky.lowe@jhg.com.au.pcphase2|Australian Eastern Standard Time|GMT+11:00
16:28:39.1 (1839016)|EXECUTION_STARTED
16:28:39.1 (1842739)|CODE_UNIT_STARTED|[EXTERNAL]|TRIGGERS
16:28:39.1 (1869877)|CODE_UNIT_STARTED|[EXTERNAL]|01qO00000000SDP|opportunityTrigger on Opportunity trigger event BeforeUpdate for [006O0000008l3xR]
16:28:39.1 (1913659)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
16:28:39.1 (1940267)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
16:28:39.1 (2499934)|HEAP_ALLOCATE|[72]|Bytes:3
16:28:39.1 (2540737)|HEAP_ALLOCATE|[77]|Bytes:152
16:28:39.1 (2556872)|HEAP_ALLOCATE|[342]|Bytes:408
16:28:39.1 (2576344)|HEAP_ALLOCATE|[355]|Bytes:408
16:28:39.1 (2594797)|HEAP_ALLOCATE|[467]|Bytes:48
16:28:39.1 (2623121)|HEAP_ALLOCATE|[139]|Bytes:6
16:28:39.1 (2647879)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:28:39.1 (2657146)|VARIABLE_SCOPE_BEGIN|[1]|this|opportunityTrigger|true|false
16:28:39.1 (2698648)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x636ac0ec
16:28:39.1 (2741148)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:28:39.1 (2747295)|VARIABLE_SCOPE_BEGIN|[1]|this|opportunityTrigger|true|false
16:28:39.1 (2757680)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x636ac0ec
16:28:39.1 (2763223)|STATEMENT_EXECUTE|[1]
16:28:39.1 (2765006)|STATEMENT_EXECUTE|[4]
16:28:39.1 (34193525)|VARIABLE_SCOPE_BEGIN|[16]|opportunityTriggerHandler.KCRARecordTypeID|String|false|true
