34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
Execute Anonymous: Email_Alert_Class EA = new Email_Alert_Class();
Execute Anonymous: EA.registerNewEmail(null, false, false, '006O0000008ju1Z', true, false, false, null);
Execute Anonymous: EA.sendEmails();
04:51:27.1 (1942581)|USER_INFO|[EXTERNAL]|005O0000003t7an|ricky.lowe@jhg.com.au.pcphase2|Australian Eastern Standard Time|GMT+11:00
04:51:27.1 (1956576)|EXECUTION_STARTED
04:51:27.1 (1961171)|CODE_UNIT_STARTED|[EXTERNAL]|execute_anonymous_apex
04:51:27.1 (25215042)|VARIABLE_SCOPE_BEGIN|[1]|EA|Email_Alert_Class|true|false
04:51:27.1 (25333909)|HEAP_ALLOCATE|[72]|Bytes:3
04:51:27.1 (25375157)|HEAP_ALLOCATE|[77]|Bytes:152
04:51:27.1 (25388324)|HEAP_ALLOCATE|[342]|Bytes:408
04:51:27.1 (25405238)|HEAP_ALLOCATE|[355]|Bytes:408
04:51:27.1 (25419874)|HEAP_ALLOCATE|[467]|Bytes:48
04:51:27.1 (25447358)|HEAP_ALLOCATE|[139]|Bytes:6
04:51:27.1 (25470506)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
04:51:27.1 (25510923)|STATEMENT_EXECUTE|[1]
04:51:27.1 (25513805)|STATEMENT_EXECUTE|[1]
04:51:27.1 (25517917)|HEAP_ALLOCATE|[1]|Bytes:12
04:51:27.1 (25522711)|HEAP_ALLOCATE|[1]|Bytes:20
04:51:27.1 (25526034)|HEAP_ALLOCATE|[1]|Bytes:2
04:51:27.1 (25550021)|METHOD_ENTRY|[1]|01pO00000003HJI|Email_Alert_Class.Email_Alert_Class()
04:51:27.1 (25552999)|STATEMENT_EXECUTE|[1]
04:51:27.1 (25556402)|STATEMENT_EXECUTE|[1]
04:51:27.1 (25587118)|HEAP_ALLOCATE|[50]|Bytes:5
04:51:27.1 (25609419)|HEAP_ALLOCATE|[56]|Bytes:5
04:51:27.1 (25618043)|HEAP_ALLOCATE|[64]|Bytes:7
04:51:27.1 (25637088)|SYSTEM_MODE_ENTER|false
04:51:27.1 (25652793)|HEAP_ALLOCATE|[1]|Bytes:5
04:51:27.1 (25656521)|STATEMENT_EXECUTE|[33]
04:51:27.1 (25661677)|SYSTEM_MODE_EXIT|false
04:51:27.1 (25668081)|METHOD_EXIT|[1]|Email_Alert_Class
04:51:27.1 (25974228)|HEAP_ALLOCATE|[1]|Bytes:20
04:51:27.1 (26002651)|SYSTEM_MODE_ENTER|false
04:51:27.1 (26017009)|HEAP_ALLOCATE|[1]|Bytes:5
04:51:27.1 (26031582)|CONSTRUCTOR_ENTRY|[1]|01pO00000003HJI|<init>()
04:51:27.1 (26059032)|VARIABLE_SCOPE_BEGIN|[10]|this|Email_Alert_Class|true|false
04:51:27.1 (26110007)|VARIABLE_ASSIGNMENT|[10]|this|{}|0x3a64abcf
04:51:27.1 (26119815)|HEAP_ALLOCATE|[4]|Bytes:5
04:51:27.1 (26123428)|STATEMENT_EXECUTE|[1]
04:51:27.1 (26126066)|HEAP_ALLOCATE|[4]|Bytes:5
04:51:27.1 (26127754)|STATEMENT_EXECUTE|[3]
04:51:27.1 (26128838)|STATEMENT_EXECUTE|[4]
04:51:27.1 (26131650)|HEAP_ALLOCATE|[4]|Bytes:22
04:51:27.1 (26147528)|VARIABLE_ASSIGNMENT|[4]|this.CentralEmailAddress|"ricky.lowe@yopmail.c (2 more) ..."|0x3a64abcf
04:51:27.1 (26149600)|STATEMENT_EXECUTE|[5]
04:51:27.1 (26150594)|STATEMENT_EXECUTE|[6]
04:51:27.1 (26160370)|HEAP_ALLOCATE|[4]|Bytes:6
04:51:27.1 (26183874)|STATEMENT_EXECUTE|[10]
04:51:27.1 (26185891)|STATEMENT_EXECUTE|[16]
04:51:27.1 (26191394)|HEAP_ALLOCATE|[16]|Bytes:4
04:51:27.1 (26311879)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:51:27.1 (26324177)|VARIABLE_ASSIGNMENT|[16]|this.messages|[]|0x3a64abcf
04:51:27.1 (26327122)|STATEMENT_EXECUTE|[17]
04:51:27.1 (26330964)|HEAP_ALLOCATE|[17]|Bytes:4
04:51:27.1 (26382480)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:51:27.1 (26390205)|VARIABLE_ASSIGNMENT|[17]|this.EmailMessages|[]|0x3a64abcf
04:51:27.1 (26398452)|CONSTRUCTOR_EXIT|[1]|01pO00000003HJI|<init>()
04:51:27.1 (26402277)|SYSTEM_MODE_EXIT|false
04:51:27.1 (26432249)|VARIABLE_ASSIGNMENT|[1]|EA|{"CentralEmailAddress":"ricky.lowe@yopmail.c (2 more) ...","EmailMessages":"0x4f54f59d","messages":"0x4eddaf52"}|0x3a64abcf
04:51:27.1 (26436432)|STATEMENT_EXECUTE|[2]
04:51:27.1 (26444791)|HEAP_ALLOCATE|[2]|Bytes:15
04:51:27.1 (26462389)|HEAP_ALLOCATE|[2]|Bytes:4
04:51:27.1 (26489711)|SYSTEM_MODE_ENTER|false
04:51:27.1 (26499519)|HEAP_ALLOCATE|[2]|Bytes:5
04:51:27.1 (26534032)|METHOD_ENTRY|[2]|01pO00000003HJI|Email_Alert_Class.registerNewEmail(String, Boolean, Boolean, Id, Boolean, Boolean, Boolean, Id)
04:51:27.1 (26555449)|VARIABLE_SCOPE_BEGIN|[20]|this|Email_Alert_Class|true|false
04:51:27.1 (26577092)|VARIABLE_ASSIGNMENT|[20]|this|{"CentralEmailAddress":"ricky.lowe@yopmail.c (2 more) ...","EmailMessages":"0x4f54f59d","messages":"0x4eddaf52"}|0x3a64abcf
04:51:27.1 (26581712)|VARIABLE_SCOPE_BEGIN|[20]|templateDevName|String|false|false
04:51:27.1 (26585611)|VARIABLE_ASSIGNMENT|[20]|templateDevName|null
04:51:27.1 (26590322)|VARIABLE_SCOPE_BEGIN|[20]|sendToPreContractGroup|Boolean|false|false
04:51:27.1 (26593981)|VARIABLE_ASSIGNMENT|[20]|sendToPreContractGroup|false
04:51:27.1 (26596399)|VARIABLE_SCOPE_BEGIN|[20]|sendToCentralEmailAddress|Boolean|false|false
04:51:27.1 (26599009)|VARIABLE_ASSIGNMENT|[20]|sendToCentralEmailAddress|false
04:51:27.1 (26601156)|VARIABLE_SCOPE_BEGIN|[20]|OppID|Id|false|false
04:51:27.1 (26691278)|VARIABLE_ASSIGNMENT|[20]|OppID|"006O0000008ju1ZIAQ"
04:51:27.1 (26699638)|VARIABLE_SCOPE_BEGIN|[20]|sendToPDM|Boolean|false|false
04:51:27.1 (26704484)|VARIABLE_ASSIGNMENT|[20]|sendToPDM|true
04:51:27.1 (26707258)|VARIABLE_SCOPE_BEGIN|[20]|sendToBDM|Boolean|false|false
04:51:27.1 (26709499)|VARIABLE_ASSIGNMENT|[20]|sendToBDM|false
04:51:27.1 (26711892)|VARIABLE_SCOPE_BEGIN|[20]|sendToAllApprovers|Boolean|false|false
04:51:27.1 (26714486)|VARIABLE_ASSIGNMENT|[20]|sendToAllApprovers|false
04:51:27.1 (26716734)|VARIABLE_SCOPE_BEGIN|[20]|currentApprover|Id|false|false
04:51:27.1 (26719281)|VARIABLE_ASSIGNMENT|[20]|currentApprover|null
04:51:27.1 (26728353)|HEAP_ALLOCATE|[21]|Bytes:5
04:51:27.1 (26732317)|STATEMENT_EXECUTE|[20]
04:51:27.1 (26733498)|STATEMENT_EXECUTE|[21]
04:51:27.1 (26768558)|HEAP_ALLOCATE|[21]|Bytes:40
04:51:27.1 (26783905)|CONSTRUCTOR_ENTRY|[21]|01pO00000003HJI|<init>()
04:51:27.1 (26804683)|VARIABLE_SCOPE_BEGIN|[33]|this|Email_Alert_Class.EmailMessage|true|false
04:51:27.1 (26863295)|VARIABLE_ASSIGNMENT|[33]|this|{}|0x5b71ce97
04:51:27.1 (26879535)|STATEMENT_EXECUTE|[33]
04:51:27.1 (26881281)|STATEMENT_EXECUTE|[34]
04:51:27.1 (26882305)|STATEMENT_EXECUTE|[35]
04:51:27.1 (26883255)|STATEMENT_EXECUTE|[36]
04:51:27.1 (26884185)|STATEMENT_EXECUTE|[37]
04:51:27.1 (26885345)|STATEMENT_EXECUTE|[38]
04:51:27.1 (26886338)|STATEMENT_EXECUTE|[39]
04:51:27.1 (26887246)|STATEMENT_EXECUTE|[40]
04:51:27.1 (26888195)|STATEMENT_EXECUTE|[41]
04:51:27.1 (26889089)|STATEMENT_EXECUTE|[42]
04:51:27.1 (26892595)|CONSTRUCTOR_EXIT|[21]|01pO00000003HJI|<init>()
04:51:27.1 (26895764)|VARIABLE_SCOPE_BEGIN|[21]|EM|Email_Alert_Class.EmailMessage|true|false
04:51:27.1 (26910279)|VARIABLE_ASSIGNMENT|[21]|EM|{}|0x5b71ce97
04:51:27.1 (26912575)|STATEMENT_EXECUTE|[22]
04:51:27.1 (26919223)|VARIABLE_ASSIGNMENT|[22]|this.templateDevName|null|0x5b71ce97
04:51:27.1 (26920970)|STATEMENT_EXECUTE|[23]
04:51:27.1 (26925812)|HEAP_ALLOCATE|[23]|Bytes:5
04:51:27.1 (26931531)|VARIABLE_ASSIGNMENT|[23]|this.sendToPreContractGroup|false|0x5b71ce97
04:51:27.1 (26933366)|STATEMENT_EXECUTE|[24]
04:51:27.1 (26935903)|HEAP_ALLOCATE|[24]|Bytes:5
04:51:27.1 (26940250)|VARIABLE_ASSIGNMENT|[24]|this.sendToCentralEmailAddress|false|0x5b71ce97
04:51:27.1 (26941955)|STATEMENT_EXECUTE|[25]
04:51:27.1 (26993365)|VARIABLE_ASSIGNMENT|[25]|this.OppID|"006O0000008ju1ZIAQ"|0x5b71ce97
04:51:27.1 (26997059)|STATEMENT_EXECUTE|[26]
04:51:27.1 (27002767)|HEAP_ALLOCATE|[26]|Bytes:5
04:51:27.1 (27012041)|VARIABLE_ASSIGNMENT|[26]|this.sendToPDM|true|0x5b71ce97
04:51:27.1 (27013790)|STATEMENT_EXECUTE|[27]
04:51:27.1 (27016613)|HEAP_ALLOCATE|[27]|Bytes:5
04:51:27.1 (27020917)|VARIABLE_ASSIGNMENT|[27]|this.sendToBDM|false|0x5b71ce97
04:51:27.1 (27022464)|STATEMENT_EXECUTE|[28]
04:51:27.1 (27024933)|HEAP_ALLOCATE|[28]|Bytes:5
04:51:27.1 (27029051)|VARIABLE_ASSIGNMENT|[28]|this.sendToAllApprovers|false|0x5b71ce97
04:51:27.1 (27030663)|STATEMENT_EXECUTE|[29]
04:51:27.1 (27034370)|VARIABLE_ASSIGNMENT|[29]|this.currentApprover|null|0x5b71ce97
04:51:27.1 (27035817)|STATEMENT_EXECUTE|[30]
04:51:27.1 (27076650)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:51:27.1 (27093864)|METHOD_EXIT|[2]|01pO00000003HJI|Email_Alert_Class.registerNewEmail(String, Boolean, Boolean, Id, Boolean, Boolean, Boolean, Id)
04:51:27.1 (27098378)|SYSTEM_MODE_EXIT|false
04:51:27.1 (27103042)|STATEMENT_EXECUTE|[3]
04:51:27.1 (27126378)|SYSTEM_MODE_ENTER|false
04:51:27.1 (27136908)|HEAP_ALLOCATE|[3]|Bytes:5
04:51:27.1 (27147257)|METHOD_ENTRY|[3]|01pO00000003HJI|Email_Alert_Class.sendEmails()
04:51:27.1 (27166898)|VARIABLE_SCOPE_BEGIN|[45]|this|Email_Alert_Class|true|false
04:51:27.1 (27188774)|VARIABLE_ASSIGNMENT|[45]|this|{"CentralEmailAddress":"ricky.lowe@yopmail.c (2 more) ...","EmailMessages":"0x4f54f59d","messages":"0x4eddaf52"}|0x3a64abcf
04:51:27.1 (27198846)|HEAP_ALLOCATE|[46]|Bytes:5
04:51:27.1 (27202543)|STATEMENT_EXECUTE|[45]
04:51:27.1 (27203751)|STATEMENT_EXECUTE|[46]
04:51:27.1 (27212923)|HEAP_ALLOCATE|[46]|Bytes:4
04:51:27.1 (27241561)|VARIABLE_SCOPE_BEGIN|[46]|OppIds|Set<Id>|true|false
04:51:27.1 (27267225)|VARIABLE_ASSIGNMENT|[46]|OppIds|[]|0x38abe308
