34.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,NONE;DB,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
11:01:19.0 (892399)|USER_INFO|[EXTERNAL]|005O0000003t7an|ricky.lowe@jhg.com.au.pcphase2|Australian Eastern Standard Time|GMT+11:00
11:01:19.0 (936508)|EXECUTION_STARTED
11:01:19.0 (942406)|CODE_UNIT_STARTED|[EXTERNAL]|TRIGGERS
11:01:19.0 (982500)|CODE_UNIT_STARTED|[EXTERNAL]|01qO00000000Ue8|AssignedApproverTrigger on Assigned_Approver trigger event BeforeUpdate for [a0oO0000002tZt9]
11:01:19.0 (1046168)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:01:19.0 (1138856)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:01:19.0 (1630585)|HEAP_ALLOCATE|[72]|Bytes:3
11:01:19.0 (1688194)|HEAP_ALLOCATE|[77]|Bytes:152
11:01:19.0 (1717816)|HEAP_ALLOCATE|[342]|Bytes:408
11:01:19.0 (1753442)|HEAP_ALLOCATE|[355]|Bytes:408
11:01:19.0 (1780297)|HEAP_ALLOCATE|[467]|Bytes:48
11:01:19.0 (1814757)|HEAP_ALLOCATE|[139]|Bytes:6
11:01:19.0 (1843116)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
11:01:19.0 (1850671)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:01:19.0 (1857347)|VARIABLE_SCOPE_BEGIN|[1]|this|AssignedApproverTrigger|true|false
11:01:19.0 (1901147)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x19653061
11:01:19.0 (1928274)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:01:19.0 (1933268)|VARIABLE_SCOPE_BEGIN|[1]|this|AssignedApproverTrigger|true|false
11:01:19.0 (1942567)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x19653061
11:01:19.0 (1948452)|STATEMENT_EXECUTE|[1]
11:01:19.0 (1950316)|STATEMENT_EXECUTE|[2]
11:01:19.0 (2226952)|HEAP_ALLOCATE|[2]|Bytes:36
11:01:19.0 (2246598)|HEAP_ALLOCATE|[50]|Bytes:5
11:01:19.0 (2261020)|HEAP_ALLOCATE|[56]|Bytes:5
11:01:19.0 (2268653)|HEAP_ALLOCATE|[64]|Bytes:7
11:01:19.0 (2309170)|SYSTEM_METHOD_ENTRY|[2]|System.debug(APEX_OBJECT, ANY)
