39.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,NONE;DB,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
10:30:31.0 (510931)|USER_INFO|[EXTERNAL]|005O0000003t7an|ricky.lowe@jhg.com.au.pcphase2|Australian Eastern Standard Time|GMT+11:00
10:30:31.0 (553978)|EXECUTION_STARTED
10:30:31.0 (558949)|CODE_UNIT_STARTED|[EXTERNAL]|TRIGGERS
10:30:31.0 (598574)|CODE_UNIT_STARTED|[EXTERNAL]|01qO00000000SDP|opportunityTrigger on Opportunity trigger event BeforeUpdate for [006O0000008lEg1]
10:30:31.0 (660742)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
10:30:31.0 (1005418)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
10:30:31.0 (1894367)|HEAP_ALLOCATE|[72]|Bytes:3
10:30:31.0 (1959973)|HEAP_ALLOCATE|[77]|Bytes:152
10:30:31.0 (1984096)|HEAP_ALLOCATE|[342]|Bytes:408
10:30:31.0 (2013941)|HEAP_ALLOCATE|[355]|Bytes:408
10:30:31.0 (2046034)|HEAP_ALLOCATE|[467]|Bytes:48
10:30:31.0 (2080733)|HEAP_ALLOCATE|[139]|Bytes:6
10:30:31.0 (2114436)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
10:30:31.0 (2121438)|VARIABLE_SCOPE_BEGIN|[1]|this|opportunityTrigger|true|false
10:30:31.0 (2169436)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x4d21734
10:30:31.0 (2200692)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
10:30:31.0 (2206431)|VARIABLE_SCOPE_BEGIN|[1]|this|opportunityTrigger|true|false
10:30:31.0 (2215378)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x4d21734
10:30:31.0 (2223136)|STATEMENT_EXECUTE|[1]
10:30:31.0 (2225999)|STATEMENT_EXECUTE|[4]
10:30:31.0 (4043608)|VARIABLE_SCOPE_BEGIN|[16]|opportunityTriggerHandler.KCRARecordTypeID|String|false|true
10:30:31.0 (4052343)|VARIABLE_SCOPE_BEGIN|[15]|opportunityTriggerHandler.KCRATemplateRecordTypeID|String|false|true
10:30:31.0 (4057684)|VARIABLE_SCOPE_BEGIN|[18]|opportunityTriggerHandler.PRARecordTypeID|String|false|true
10:30:31.0 (4061708)|VARIABLE_SCOPE_BEGIN|[17]|opportunityTriggerHandler.PRATemplateRecordTypeID|String|false|true
10:30:31.0 (4065436)|VARIABLE_SCOPE_BEGIN|[20]|opportunityTriggerHandler.isTest|Boolean|false|true
10:30:31.0 (4069300)|VARIABLE_SCOPE_BEGIN|[19]|opportunityTriggerHandler.recursion|Boolean|false|true
10:30:31.0 (4072516)|VARIABLE_SCOPE_BEGIN|[14]|opportunityTriggerHandler.runOnce|Boolean|false|true
10:30:31.0 (5835976)|VARIABLE_SCOPE_BEGIN|[5]|TriggerHandler.bypassedHandlers|Set<String>|true|true
10:30:31.0 (6112925)|VARIABLE_SCOPE_BEGIN|[4]|TriggerHandler.loopCountMap|Map<String,TriggerHandler.LoopCount>|true|true
10:30:31.0 (6155168)|HEAP_ALLOCATE|[4]|Bytes:52
10:30:31.0 (6165840)|HEAP_ALLOCATE|[4]|Bytes:67
10:30:31.0 (6197596)|METHOD_ENTRY|[13]|01pO0000000371i|opportunityTriggerHandler.opportunityTriggerHandler()
10:30:31.0 (6200897)|STATEMENT_EXECUTE|[13]
10:30:31.0 (6205774)|STATEMENT_EXECUTE|[13]
10:30:31.0 (6207102)|STATEMENT_EXECUTE|[14]
10:30:31.0 (6239009)|HEAP_ALLOCATE|[50]|Bytes:5
10:30:31.0 (6268374)|HEAP_ALLOCATE|[56]|Bytes:5
10:30:31.0 (6277367)|HEAP_ALLOCATE|[64]|Bytes:7
10:30:31.0 (6312469)|HEAP_ALLOCATE|[14]|Bytes:5
10:30:31.0 (6346218)|VARIABLE_ASSIGNMENT|[14]|opportunityTriggerHandler.runOnce|true
10:30:31.0 (6351732)|STATEMENT_EXECUTE|[15]
10:30:31.0 (6356952)|HEAP_ALLOCATE|[15]|Bytes:33
10:30:31.0 (15152801)|SYSTEM_METHOD_ENTRY|[15]|Schema.SObjectType.getDescribe()
10:30:31.0 (15606746)|HEAP_ALLOCATE|[15]|Bytes:4
10:30:31.0 (15630108)|SYSTEM_METHOD_EXIT|[15]|Schema.SObjectType.getDescribe()
10:30:31.0 (15681267)|LIMIT_USAGE|[15]|RECORD_TYPE_DESCRIBES|1|100
10:30:31.0 (17752024)|HEAP_ALLOCATE|[15]|Bytes:16
10:30:31.0 (17767331)|HEAP_ALLOCATE|[15]|Bytes:13
10:30:31.0 (17836530)|SYSTEM_METHOD_ENTRY|[15]|Map<String,Schema.RecordTypeInfo>.get(Object)
10:30:31.0 (17886373)|SYSTEM_METHOD_EXIT|[15]|Map<String,Schema.RecordTypeInfo>.get(Object)
10:30:31.0 (17922410)|HEAP_ALLOCATE|[15]|Bytes:4
10:30:31.0 (17946894)|HEAP_ALLOCATE|[15]|Bytes:18
10:30:31.0 (17978340)|VARIABLE_ASSIGNMENT|[15]|opportunityTriggerHandler.KCRATemplateRecordTypeID|"012O0000000DCgLIAW"
10:30:31.0 (17983414)|STATEMENT_EXECUTE|[16]
10:30:31.0 (18033159)|SYSTEM_METHOD_ENTRY|[16]|Schema.SObjectType.getDescribe()
10:30:31.0 (18056669)|HEAP_ALLOCATE|[16]|Bytes:4
10:30:31.0 (18062448)|SYSTEM_METHOD_EXIT|[16]|Schema.SObjectType.getDescribe()
10:30:31.0 (18074921)|LIMIT_USAGE|[16]|RECORD_TYPE_DESCRIBES|2|100
10:30:31.0 (18089960)|HEAP_ALLOCATE|[16]|Bytes:16
10:30:31.0 (18095054)|HEAP_ALLOCATE|[16]|Bytes:4
10:30:31.0 (18114320)|SYSTEM_METHOD_ENTRY|[16]|Map<String,Schema.RecordTypeInfo>.get(Object)
10:30:31.0 (18128632)|SYSTEM_METHOD_EXIT|[16]|Map<String,Schema.RecordTypeInfo>.get(Object)
10:30:31.0 (18147814)|HEAP_ALLOCATE|[16]|Bytes:4
10:30:31.0 (18155390)|HEAP_ALLOCATE|[16]|Bytes:18
10:30:31.0 (18166202)|VARIABLE_ASSIGNMENT|[16]|opportunityTriggerHandler.KCRARecordTypeID|"012O0000000DCgGIAW"
10:30:31.0 (18169008)|STATEMENT_EXECUTE|[17]
10:30:31.0 (18171721)|HEAP_ALLOCATE|[17]|Bytes:26
